district,mandal,panchayat,num,lon,lat,alt,acc,drumseeded,dup,sort_rand,masked_id
"PEDDAPALLI","SULTANABAD","Kandunuripalli",11,79.33108970000001,18.5497737,148,4.534,0,0,.73360384,361
"JAGTIAL","DHARMAPURI","Rayapatnam",9,79.1411083,18.8922057,165.8,3.9,0,0,.7338652,44
"KARIMNAGAR","CHIGURUMAMIDI","Sundaragiri",7,79.170928,18.2076916,312.7,3.9,0,1,.73417681,212
"WANAPARTHY","WEEPANAGANDLA","Bollaram",2,78.198697,16.1398122,232.9,3.9,0,0,.73422438,205
"MAHABUBNAGAR","GANDEED","Julapally",6,77.8385998,16.8653187,433.6,4.001,0,1,.73437458,6
"KARIMNAGAR","CHIGURUMAMIDI","Gunukulapalli",1,79.13839,18.2371017,304,3.9,1,1,.73501521,216
"NAGARKURNOOL","ACHAMPET","Hazipur",3,78.69355229999999,16.444677,350.848388671875,4.093,0,0,.73547548,90
"JAGTIAL","IBRAHIMPATNAM","Eradandi",7,78.56995120000001,18.9526053,297.9,3.9,0,0,.73560303,290
"JAGTIAL","IBRAHIMPATNAM","Ibrahimpatnam",1,78.582656,18.917891,289.2,3.9,0,1,.73594487,292
"WANAPARTHY","PANGAL","Mohammadapur",3,78.0875435,16.2407809,359,3.9,0,0,.73658937,182
"WANAPARTHY","PANGAL","Mohammadapur",2,78.0916615,16.2038044,251.437,7.275,1,0,.73711914,179
"KARIMNAGAR","GANNERUVARAM","Pechupally",7,79.07799350000001,18.318608,223.4,3.425,0,1,.73727798,235
"WANAPARTHY","WEEPANAGANDLA","Bollaram",6,78.1974712,16.143794,237.2,3.9,0,0,.73768723,203
"NAGARKURNOOL","BALMOOR","Banala",7,78.6331804,16.3152345,485.5,2.033,0,1,.73805237,106
"KARIMNAGAR","GANGADHARA","Gopalraopally",1,78.9556753,18.5672667,303.8,3.262,0,1,.73859107,229
"NAGARKURNOOL","KALWAKURTHY","Raghupati Pet",4,78.4853033,16.5209093,343.8737182617188,4.457,1,0,.73859322,117
"JAGTIAL","IBRAHIMPATNAM","Eradandi",11,78.56503069999999,18.9458985,300.7,3.9,0,1,.74004781,287
"KARIMNAGAR","GANGADHARA","Gopalraopally",9,78.9679733,18.5677826,335.2,7.066,0,1,.74043339,228
"JAGTIAL","METPALLI","Rajeshwar Raopet",5,78.57051679999999,18.8214999,325.8,3.9,0,0,.74045765,20
"JAGTIAL","IBRAHIMPATNAM","Dabba",5,78.5573248,18.8731407,322.5,3.9,0,0,.74063581,296
"NAGARKURNOOL","KOLLAPUR","Chinthalapally",5,78.2706998,16.1202851,233.545166015625,3.891,0,0,.74073964,120
"KARIMNAGAR","RAMADUGU","Gundi",3,79.0960091,18.6255115,315.3,3.9,0,0,.74096626,252
"JAGTIAL","Endapalli","Kothapet",4,79.2078034,18.7724631,220.2,3.9,0,0,.74100137,30
"JAGTIAL","DHARMAPURI","Thimmapoor",1,79.11104829999999,18.9114993,-43,7.7,0,1,.74110675,270
"PEDDAPALLI","MUTHARAM MANTHANI","Mutharam",8,79.622075,18.504185,161.1,3.9,0,2,.74169362,354
"JAGTIAL","MALLIAL","Potharam",3,78.90264790000001,18.7435626,306,3.34,0,0,.74174184,23
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",20,78.5653385,16.4572505,447.1,3.9,0,2,.74234962,150
"JAGTIAL","KATHLAPUR","Posanipet",9,78.7027784,18.7068536,340.3,3.4,0,0,.74301857,316
"JAGTIAL","Endapalli","Kothapet",4,79.2042699,18.7652995,199.9,3.9,0,0,.74344921,33
"WANAPARTHY","PEDDAMANDADI","Peddamandadi",4,78.01736270000001,16.4306979,305.959,4.497,1,0,.74377459,189
"MAHABUBNAGAR","HANWADA","Gudimalakapur",3,77.9698494,16.8400766,500.5,4.506,0,0,.74388671,56
"NAGARKURNOOL","KALWAKURTHY","Tharnikal Thanda",10,78.4237847,16.6422651,381.9368286132813,4.655,1,0,.74411207,116
"WANAPARTHY","WEEPANAGANDLA","Bollaram",3,78.1982545,16.1388577,230.715,8.346,1,0,.74438375,204
"NAGARKURNOOL","BALMOOR","Kondareddypally",1,78.533642,16.3712115,395.03173828125,3.991,0,1,.74444634,99
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",4,77.79095,16.5783594,308.482,4.867,0,0,.74461108,53
"JAGTIAL","Endapalli","Kothapet",7,79.20524450000001,18.7666367,202.7,3.9,0,2,.7449522,36
"NAGARKURNOOL","VANGOOR","Kondareddipalle",7,78.57251890000001,16.645785,484.2,3.9,0,2,.74501109,153
"PEDDAPALLI","PEDDAPALLE","Kasulapalli",11,79.3185458,18.6815557,0,2299.999,0,0,.74542117,355
"JAGTIAL","DHARMAPURI","Rayapatnam",6,79.14131070000001,18.8885337,166.8,3.9,0,0,.74580145,41
"KARIMNAGAR","MANAKONDUR","Munjampally",6,79.1889197,18.381367,229.5,3.9,0,0,.74610823,250
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",6,77.8759963,16.6625955,325.834,6.638,0,0,.74629438,63
"JAGTIAL","IBRAHIMPATNAM","Dabba",4,78.5512399,18.8807316,314.5,3.9,0,0,.74704725,295
"KARIMNAGAR","CHIGURUMAMIDI","Sundaragiri",1,79.1973833,18.211935,342.5,3.9,0,1,.74718446,215
"KARIMNAGAR","THIMMAPUR","Parlapally",40,79.2182207,18.2861151,246.5999908447266,104.1,1,0,.74719906,263
"NAGARKURNOOL","KALWAKURTHY","Raghupati Pet",14,78.4854905,16.5208587,347.474365234375,5.084,1,0,.74728268,117
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Appampalle",13,77.8105264,16.4942232,275.45,6.75,0,2,.74734443,39
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",1,78.559152,16.4588541,441.2,3.9,0,1,.7483303,149
"JAGTIAL","GOLLAPALLE","Vengalapur",2,79.0150032,18.8096556,210.7,4.966,0,0,.74848592,284
"MAHABUBNAGAR","NAWABPET","Kishanguda",4,78.0730799,16.9488121,533.3,4.626,0,0,.74876541,76
"KARIMNAGAR","V.SAIDAPUR","Arepalli",6,79.3209135,18.2341479,288.9,3.9,1,0,.74887574,264
"NAGARKURNOOL","VELDANDA","Peddapur",3,78.5083025,16.7853372,505,3.9,0,0,.74911916,160
"NAGARKURNOOL","KODAIR","Takur Tanda",2,78.2278998,16.2153718,298.6644287109375,3.9,1,0,.75012302,118
"WANAPARTHY","WEEPANAGANDLA","Kalwarala",2,78.1181359,16.1600467,257.425,5.807,1,0,.75074351,199
"JAGTIAL","GOLLAPALLE","Rapalli",8,79.03435279999999,18.8061309,157,3.67,0,1,.7512843,281
"NAGARKURNOOL","PEDDAKOTHAPALLE","Gantraopally",1,78.3041918,16.223135,271.8311157226563,3.9,0,2,.75154603,133
"JAGTIAL","MALLIAL","Thatipally",3,78.9890133,18.6800232,245,3.602,0,0,.75187999,326
"NAGARKURNOOL","BALMOOR","Kondanagula",2,78.5977462,16.3321953,478.2,3.9,0,0,.75428915,109
"JAGTIAL","METPALLI","Chowlamaddi",6,78.64045160000001,18.832709,254.1999969482422,3.177,0,0,.75462371,25
"JAGTIAL","MALLIAL","Thatipally",6,78.9818927,18.6905666,223,5.7,0,1,.75463849,324
"WANAPARTHY","PEDDAMANDADI","Peddamandadi",6,78.0174741,16.4310322,306.889,8.109999999999999,1,0,.7546705,189
"PEDDAPALLI","SULTANABAD","Ramunipalli",6,79.36427449999999,18.4890005,169.5,5.057,0,2,.75473624,366
"JAGTIAL","GOLLAPALLE","Rapalli",6,79.05651229999999,18.8139287,145,3.799,0,0,.75480896,279
"JAGTIAL","JAGTIAL RURAL","Thatipally",6,78.8519544,18.8107192,235,4.352,0,0,.75502318,301
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",5,77.8076001,16.5332306,0,3099.999,0,7,.75521785,52
"KARIMNAGAR","GANGADHARA","Sarvareddypally",3,79.072931,18.6344485,242.1,4.497,1,0,.75554752,224
"JAGTIAL","JAGTIAL RURAL","Thatipally",2,78.8443267,18.7950804,226,3.9,0,0,.75592673,302
"JAGTIAL","DHARMAPURI","Donur",8,79.0343117,18.9872117,192.3,3.9,0,1,.7559399,17
"WANAPARTHY","WEEPANAGANDLA","Weepanagandla",6,78.1433638,16.1185335,245.768,11.67,1,1,.75598532,209
"WANAPARTHY","AMARCHINTHA","Chandranaik Thanda",4,77.77880089999999,16.3781269,261.7,4.279,0,0,.75656682,168
"JAGTIAL","IBRAHIMPATNAM","Ibrahimpatnam",3,78.56358229999999,18.897982,310.8,3.9,1,0,.75670362,1
"KARIMNAGAR","RAMADUGU","Deshrajpalle",3,79.0715694,18.5342552,230.6,4.239,0,0,.75678259,256
"JAGTIAL","RAIKAL","Alipur",14,78.87766980000001,18.8548044,278.9,3.9,0,0,.75750607,343
"PEDDAPALLI","ELIGAID","Shivapalli",6,79.27071789999999,18.5300132,186,4.235,1,1,.75848442,350
"PEDDAPALLI","ODELA","Abbidapalli",8,79.4729128,18.4695039,269.9,4.06,0,0,.75862682,11
"JAGTIAL","GOLLAPALLE","Rapalli",8,79.0566792,18.8137127,145,3.381,0,0,.75928825,279
"KARIMNAGAR","CHIGURUMAMIDI","Lambadipalli",7,79.1786054,18.2168034,335.4,3.533,0,0,.7593137,210
"NAGARKURNOOL","BALMOOR","Banala",11,78.62513079999999,16.3316179,487.6,3.309,0,1,.75955003,103
"KARIMNAGAR","CHOPPADANDI","Rukmapur",16,79.16702239999999,18.5779895,0,2400,1,14,.7597751,219
"JAGTIAL","RAIKAL","Alipur",9,78.86818890000001,18.8730274,295.1,3.9,0,0,.76054531,344
"NAGARKURNOOL","VELDANDA","Kotra",4,78.54515290000001,16.6919972,499.8,4.14,0,0,.760993,163
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",7,79.0484481,18.3518276,229.6,3.912,0,0,.76107413,233
"JAGTIAL","Endapalli","Kothapet",6,79.20516000000001,18.7661938,215.1,3.766,0,0,.76123232,37
"JAGTIAL","MEDIPALLE","Kacharam",5,78.8126113,18.7448666,325.2,3.9,0,0,.76241922,328
"MAHABUBNAGAR","ADDAKAL","Kandur",4,77.97035750000001,16.5419274,305.37,4.715,0,0,.76332825,45
"KARIMNAGAR","GANGADHARA","Garshakurthy",1,78.9717706,18.5063383,253.6,3.9,0,1,.76333821,231
"NAGARKURNOOL","PEDDAKOTHAPALLE","Sathapur",5,78.3420878,16.2371647,304.907470703125,4.256,1,0,.7635963,135
"WANAPARTHY","WEEPANAGANDLA","Bollaram",1,78.197958,16.1437425,236.716,5.15,1,2,.76395315,206
"JAGTIAL","Endapalli","Kothapet",1,79.2044736,18.7656544,197.3,4.56,0,2,.76415706,33
"NAGARKURNOOL","KOLLAPUR","Chinthalapally",1,78.2704878,16.1193108,231.24462890625,3.879,0,1,.76428682,120
"KARIMNAGAR","SHANKARAPATNAM","Maktha",2,79.31050999999999,18.301437,255.4,3.9,0,0,.76430613,8
"JAGTIAL","MALLAPUR","Sirpoor",22,78.6852457,18.933379,289.2,3.9,1,0,.76492524,318
"WANAPARTHY","PEBBAIR","Sugur",3,77.9890911,16.1417859,193.1,3.9,1,0,.76542336,4
"NAGARKURNOOL","PENTLAVELLI","Kondoor",1,78.2173105,16.0926583,192.186,10.249,1,1,.76545089,140
"NAGARKURNOOL","BALMOOR","Kondanagula",8,78.6109574,16.3253464,487.5,3.066,0,0,.76563036,111
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",11,77.8864118,16.6715894,340.517,5.658,0,0,.76569462,62
"JAGTIAL","GOLLAPALLE","Rapalli",9,79.03489500000001,18.8159022,155,9.096,0,0,.76571077,277
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",50,79.16996330000001,18.4629522,0,1838.919,1,3,.76579255,246
"JAGTIAL","MALLAPUR","Gundam Pally",6,78.71954409999999,18.9175331,275.1,3.9,0,0,.76646662,322
"NAGARKURNOOL","KALWAKURTHY","Raghupati Pet",12,78.48522800000001,16.5200896,337.421142578125,4.506,1,0,.7664876,117
"NAGARKURNOOL","BALMOOR","Banala",6,78.6331801,16.3152333,490,3.026,0,0,.76657665,106
"NAGARKURNOOL","KOLLAPUR","Yellur",7,78.349873,16.1245773,253.4556274414063,3.9,1,1,.76660687,124
"KARIMNAGAR","SHANKARAPATNAM","Maktha",1,79.309798,18.3050936,250.3,3.54,0,1,.76665539,9
"NAGARKURNOOL","VELDANDA","Kotra",2,78.5391462,16.7018243,531.1,3.48,0,0,.76775086,166
"WANAPARTHY","PEBBAIR","Buniyadpur",1,77.9770544,16.1614755,280,3.9,1,1,.76799625,187
"JAGTIAL","DHARMAPURI","Thimmapoor",9,79.1150966,18.9120803,97,4.008,0,0,.7683,271
"PEDDAPALLI","SULTANABAD","Chinabonkur",1,79.3496849,18.5310867,161.6,5.725,0,1,.76851618,363
"NAGARKURNOOL","PEDDAKOTHAPALLE","Sathapur",5,78.3384533,16.2223447,363.8,3.9,1,0,.76864493,137
"PEDDAPALLI","SULTANABAD","Garrepalli",6,79.2591384,18.4887726,246.9,3.4,0,0,.76878214,360
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",12,79.1876972,18.4471542,254.5,3.9,1,0,.77013248,245
"NAGARKURNOOL","BIJINAPALLY","Gouraram",7,78.131119,16.5787421,477.5,3.9,0,0,.77064562,115
"JAGTIAL","MALLAPUR","Gundam Pally",7,78.7121764,18.9199975,301,3.9,0,0,.77078652,323
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",4,78.5650756,16.4573032,442.8,3.9,0,0,.77081394,150
"NAGARKURNOOL","BALMOOR","Kondanagula",8,78.61249479999999,16.3031365,431.349853515625,3.94,0,1,.7709142,110
"JAGTIAL","KODIMIAL","Sriramulapally",8,78.9489688,18.5862477,306,3.795,0,0,.77135468,304
"KARIMNAGAR","RAMADUGU","Vedira",1,79.03227390000001,18.523692,238,4.35,0,1,.77138263,253
"MAHABUBNAGAR","NAWABPET","Malreddy Palli",3,78.0783318,16.8731874,492.2,4.658,0,0,.77144283,79
"NAGARKURNOOL","VANGOOR","Kondareddipalle",5,78.5659818,16.6141401,401.4573974609375,3.9,1,0,.7719627,154
"KARIMNAGAR","CHIGURUMAMIDI","Lambadipalli",11,79.1705934,18.2274456,319.3,3.9,0,0,.77217048,211
"JAGTIAL","Endapalli","Kothapet",2,79.20495080000001,18.7661037,205.6,3.9,0,0,.7727021,37
"WANAPARTHY","PANGAL","Remuddula",10,78.1711775,16.3363572,366.7,3.9,1,0,.77309322,177
"NAGARKURNOOL","LINGAL","Ambatpally",4,78.4510051,16.2879518,397.2,3.9,0,0,.77319711,127
"WANAPARTHY","PEBBAIR","Sugur",4,77.98908729999999,16.1418114,196.1,4.587,0,1,.77338535,5
"WANAPARTHY","WEEPANAGANDLA","Kalwarala",4,78.11778080000001,16.1607032,244.33,66.65000000000001,1,0,.77399564,202
"JAGTIAL","Endapalli","Kothapet",11,79.2048308,18.7661889,201.8,3.9,0,3,.774194,37
"PEDDAPALLI","ODELA","Abbidapalli",7,79.4766903,18.4652079,137.83056640625,3.881,0,2,.7747063,10
"JAGTIAL","DHARMAPURI","Thimmapoor",5,79.11462640000001,18.9123046,87,3.612,0,0,.77472734,271
"JAGTIAL","IBRAHIMPATNAM","Fakir Kondapur",2,78.6300219,18.9504927,251,3.9,0,0,.77481318,291
"PEDDAPALLI","ODELA","Abbidapalli",1,79.4747399,18.4663772,140.2821655273438,3.9,0,2,.77489543,12
"JAGTIAL","RAIKAL","Alipur",6,78.8780903,18.8545178,280,3.9,0,0,.77510625,343
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Kodur",7,77.9353943,16.6835998,358.366,6.901,0,2,.77518827,69
"NAGARKURNOOL","BALMOOR","Banala",4,78.6315154,16.3071484,429.0692138671875,3.881,0,1,.77537417,105
"JAGTIAL","IBRAHIMPATNAM","Dabba",3,78.5510472,18.881006,319.4,3.9,0,0,.77562475,295
"KARIMNAGAR","KARIMNAGAR RURAL","Cherlabuthkur",1,79.143388,18.4763283,0,1200,1,1,.77574509,242
"NAGARKURNOOL","KOLLAPUR","Yellur",6,78.34985039999999,16.1245992,256.8548583984375,4.321,1,0,.77601802,124
"MAHABUBNAGAR","MOOSAPET","Janampet",4,77.9857124,16.636464,344.513,12.78,1,0,.77607381,72
"MAHABUBNAGAR","BHOOTHPUR","Sheripally(H)",8,78.0228862,16.6883057,375.6,4.455,0,0,.77664042,47
"NAGARKURNOOL","VANGOOR","Rangapur",14,78.5494779,16.5579735,317.3472900390625,4.937,0,5,.7766661,158
"JAGTIAL","KATHLAPUR","Sirkonda",16,78.7021087,18.7771854,328.2,3.9,1,2,.77705878,314
"PEDDAPALLI","MANTHANI","Kakarlapalli",14,79.6798538,18.6402892,0,3200,1,1,.77729279,353
"MAHABUBNAGAR","NAWABPET","Karkonda",2,78.0476766,16.8426739,558.5,4.652,0,0,.77760726,80
"KARIMNAGAR","MANAKONDUR","Munjampally",12,79.1891926,18.3815773,273.2,3.9,0,0,.77886903,250
"JAGTIAL","MALLIAL","Potharam",7,78.9031233,18.7437767,298.7,3.9,0,1,.77888405,23
"JAGTIAL","Endapalli","Godishelapet",2,79.22878,18.7839886,178.6,3.9,0,0,.77906972,348
"PEDDAPALLI","SULTANABAD","Chinabonkur",8,79.34970559999999,18.531145,156.7,4.353,0,0,.77946091,363
"NAGARKURNOOL","TADOOR","Cherla Itikyala",3,78.3159173,16.5491149,494.1,3.9,1,0,.77954793,143
"PEDDAPALLI","SULTANABAD","Garrepalli",3,79.2597373,18.4891146,248.8,3.9,0,0,.77955264,360
"KARIMNAGAR","CHIGURUMAMIDI","Sundaragiri",4,79.1918598,18.2082383,339.5,3.9,0,0,.77956593,213
"KARIMNAGAR","MANAKONDUR","Munjampally",20,79.188722,18.381466,273.5,3.9,0,0,.77981949,250
"KARIMNAGAR","JAMMIKUNTA","Naguram",9,79.55501,18.4023184,110.9,3.9,1,1,.78003478,240
"JAGTIAL","PEGADAPALLE","Domalakunta",5,79.0080835,18.6987827,284.6,3.9,1,0,.78050584,338
"JAGTIAL","GOLLAPALLE","Vengalapur",7,79.01128439999999,18.8057853,255.6,3.88,0,0,.78071934,282
"NAGARKURNOOL","BALMOOR","Balmoor",7,78.557605,16.3167556,475.7,3.9,0,0,.78103632,114
"MAHABUBNAGAR","BHOOTHPUR","Sheripally(H)",7,78.02280880000001,16.6883931,376.4,4.781,0,0,.78108323,47
"JAGTIAL","METPALLI","Metlachittapur",4,78.58938329999999,18.7790667,345.9,3.9,0,0,.78137702,335
"WANAPARTHY","AMARCHINTHA","Chandranaik Thanda",6,77.76326779999999,16.3873747,0,1799.999,0,1,.78145546,167
"JAGTIAL","KATHLAPUR","Posanipet",8,78.70291659999999,18.7067909,341.6,3.9,0,0,.78165072,316
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",11,79.0855895,18.4545622,300.1,3.9,0,0,.78231674,248
"NAGARKURNOOL","ACHAMPET","Hazipur",5,78.69598360000001,16.4384969,364.014404296875,5.567,1,0,.78255647,91
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",6,79.0447238,18.3471503,262.6000061035156,3.9,0,1,.78256154,232
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",14,77.7918452,16.5779021,302.439,4.773,0,0,.78279203,53
"JAGTIAL","IBRAHIMPATNAM","Ibrahimpatnam",6,78.5816811,18.9227527,296.6,3.9,0,1,.78302687,293
"KARIMNAGAR","KARIMNAGAR RURAL","Cherlabuthkur",7,79.1645534,18.4500982,0,2700,1,3,.78319037,242
"NAGARKURNOOL","LINGAL","Ambatpally",11,78.45117329999999,16.2884028,399.3,3.9,0,0,.78342414,127
"KARIMNAGAR","CHIGURUMAMIDI","Lambadipalli",13,79.1709128,18.2276091,315.7,3.9,0,0,.78378594,211
"NAGARKURNOOL","BALMOOR","Kondareddypally",6,78.533642,16.3712115,395.03173828125,3.991,0,1,.78393888,99
"WANAPARTHY","KOTHAKOTA","Kanimetta",1,77.9268448,16.4363462,262.7,3.9,0,1,.78409803,173
"PEDDAPALLI","SULTANABAD","Ramunipalli",2,79.3708075,18.4829215,154,4.165,0,0,.78427637,367
"NAGARKURNOOL","VANGOOR","Kondareddipalle",3,78.566334,16.614159,403.0980224609375,3.9,0,0,.78431731,154
"JAGTIAL","GOLLAPALLE","Rapalli",6,79.02864769999999,18.8085358,154,6.187,1,0,.78436404,280
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Kodur",2,77.93524360000001,16.6834977,358.04,6.044,0,0,.78614205,69
"WANAPARTHY","WEEPANAGANDLA","Bollaram",4,78.1976323,16.1435868,237.3,3.9,0,0,.78653294,203
"NAGARKURNOOL","VELDANDA","Peddapur",8,78.5210029,16.7961985,413.9135131835938,5.117,1,1,.78675902,162
"JAGTIAL","MALLAPUR","Sirpoor",30,78.6853514,18.933325,271.2,3.9,1,0,.78698158,318
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",3,78.5651876,16.4572822,445.1,3.55,0,0,.78741413,150
"JAGTIAL","Endapalli","Kothapet",4,79.20535630000001,18.7667289,201.8,3.9,0,0,.78755146,36
"JAGTIAL","MALLIAL","Potharam",6,78.9031049,18.7437835,303.8,3.9,0,0,.78776741,23
"JAGTIAL","RAIKAL","Alipur",5,78.86831309999999,18.8724537,290.4,3.9,0,0,.78819501,344
"KARIMNAGAR","CHIGURUMAMIDI","Sundaragiri",6,79.19186500000001,18.2087233,331.9,3.9,0,1,.78822875,213
"JAGTIAL","GOLLAPALLE","Vengalapur",2,79.0053738,18.8094208,332,5.4,0,0,.78842121,283
"JAGTIAL","IBRAHIMPATNAM","Dabba",1,78.5593267,18.872335,309.6,3.9,0,1,.78846097,297
"NAGARKURNOOL","PEDDAKOTHAPALLE","Sathapur",5,78.35471579999999,16.2383629,392,3.9,0,0,.78853023,136
"JAGTIAL","Endapalli","Kothapet",10,79.20304520000001,18.7839937,207,3.5,0,0,.78882319,35
"JAGTIAL","MALLIAL","Potharam",5,78.9031628,18.7436934,304.1,3.9,0,0,.78908432,23
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",3,77.8760011,16.6626061,143.1999969482422,5.258,0,1,.7897507,63
"WANAPARTHY","WANAPARTHY","Chimanguntapally",2,78.1088113,16.4231672,335.7,3.9,1,0,.78983295,192
"NAGARKURNOOL","ACHAMPET","Chandapur",1,78.7223329,16.4425931,394.1,3.9,0,2,.79050589,94
"WANAPARTHY","PANGAL","Remuddula",6,78.1708988,16.3362537,372.1,3.9,1,0,.79050988,177
"JAGTIAL","JAGTIAL RURAL","Thatipally",9,78.8522143,18.8108292,232,3.299,0,0,.79066062,301
"KARIMNAGAR","CHOPPADANDI","Gumlapur",9,79.137157,18.5598154,233.9,4.155,0,0,.79146415,218
"KARIMNAGAR","GANGADHARA","Sarvareddypally",8,79.07109490000001,18.6347885,247.3,4.55,0,0,.79190886,221
"WANAPARTHY","WANAPARTHY","Chimanguntapally",6,78.0925148,16.4167884,323.593,3.9,1,0,.79201728,193
"JAGTIAL","DHARMAPURI","Thimmapoor",3,79.110338,18.9113866,86,3.683,0,0,.79217112,270
"NAGARKURNOOL","KODAIR","Takur Tanda",3,78.22791290000001,16.2153472,297.127685546875,3.9,1,0,.79226518,118
"JAGTIAL","BUGGARAM","Shekalla",2,79.0729734,18.8545686,198.3,4.1,1,0,.79260558,268
"WANAPARTHY","WEEPANAGANDLA","Weepanagandla",2,78.1432801,16.1182331,243.039,8.173,1,0,.79264337,209
"JAGTIAL","PEGADAPALLE","Yellapur",14,79.1032968,18.6887061,263.5,3.9,0,0,.7927981,337
"WANAPARTHY","PANGAL","Mohammadapur",1,78.0868547,16.2399984,311.162,11.518,0,1,.79344583,181
"NAGARKURNOOL","VANGOOR","Rangapur",4,78.5495133,16.5579482,325.9488525390625,4.014,0,1,.79363692,158
"JAGTIAL","GOLLAPALLE","Vengalapur",2,79.01131770000001,18.8055009,236,3.9,0,0,.79402846,282
"NAGARKURNOOL","ACHAMPET","Pulazala",5,78.6554277,16.439937,365.001,4.588,0,0,.79421127,88
"PEDDAPALLI","PEDDAPALLE","Cheekurai",4,79.3619412,18.6310548,140.6,5.068,0,0,.79441857,357
"KARIMNAGAR","RAMADUGU","Gundi",4,79.0957071,18.6256001,315.3,3.9,0,0,.79600692,252
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",9,79.0851933,18.4548153,289.8,3.46,0,3,.7971459,247
"NAGARKURNOOL","ACHAMPET","Pulazala",5,78.6613457,16.4435081,441.9,3.004,0,0,.79727423,86
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",55,79.16996330000001,18.4629522,0,1951.882,1,4,.79748422,246
"NAGARKURNOOL","PEDDAKOTHAPALLE","Gantraopally",6,78.3042178,16.2232074,271.8566284179688,3.9,0,0,.79753977,133
"NAGARKURNOOL","BALMOOR","Banala",5,78.63138189999999,16.3071589,428.058837890625,3.881,0,0,.79799867,105
"JAGTIAL","Endapalli","Kothapet",1,79.2048308,18.7661889,201.8,3.9,0,3,.79874992,37
"JAGTIAL","Endapalli","Kothapet",3,79.2053492,18.7667334,201.7,3.9,0,0,.7994892,36
"NAGARKURNOOL","VELDANDA","Peddapur",4,78.5205387,16.7957499,433.1077270507813,3.9,0,0,.79995894,161
"MAHABUBNAGAR","GANDEED","Julapally",5,77.838615,16.8653337,431.8,4.016,0,0,.80008566,6
"NAGARKURNOOL","VANGOOR","Rangapur",6,78.5494738,16.5579543,328.617919921875,4.168,0,0,.80120432,158
"WANAPARTHY","GOPALPET","Munnanoor",2,78.11605554074049,16.35458122359504,0,0,0,0,.80152065,172
"NAGARKURNOOL","PEDDAKOTHAPALLE","Gantraopally",13,78.3041918,16.223135,271.8311157226563,3.9,0,2,.80189788,133
"KARIMNAGAR","GANGADHARA","Sarvareddypally",15,79.0719744,18.6228981,238.4451293945313,3.9,0,1,.80224746,222
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",3,77.8076001,16.5332306,0,3099.999,0,7,.80257404,52
"NAGARKURNOOL","BIJINAPALLY","Gouraram",2,78.1311857,16.5788176,477.3,3.516,0,0,.80294466,115
"JAGTIAL","Endapalli","Kothapet",4,79.2135378,18.7729819,203.6,5.65,0,0,.80303538,32
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",2,78.5591223,16.4590597,439.3,3.9,0,0,.80316371,149
"JAGTIAL","BUGGARAM","Shekalla",2,79.0734428,18.8543022,207.9,3.9,0,0,.80322647,268
"NAGARKURNOOL","BIJINAPALLY","Gouraram",3,78.131128,16.5787565,479.1,3.9,0,0,.80337828,115
"NAGARKURNOOL","PEDDAKOTHAPALLE","Sathapur",16,78.35062139999999,16.2414336,369.9,3.9,1,0,.80363977,134
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Appampalle",7,77.8103989,16.4941209,275.792,7.042,0,2,.80390596,38
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",4,79.0489334,18.3528996,299.5,3.9,0,0,.80394298,234
"NAGARKURNOOL","ACHAMPET","Pulazala",4,78.6553026,16.4399532,363.898,4.738,0,0,.80431074,88
"KARIMNAGAR","THIMMAPUR","Parlapally",29,79.2112138,18.2904702,0,767.52,1,2,.80447912,263
"NAGARKURNOOL","VELDANDA","Peddapur",5,78.52049580000001,16.7957815,430.6364135742188,3.9,1,0,.80461508,161
"PEDDAPALLI","SULTANABAD","Ramunipalli",7,79.36427449999999,18.4890005,169.5,5.057,0,2,.80476803,366
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",7,77.8760631,16.6627481,325.991,6.438,0,0,.80488765,63
