district,mandal,panchayat,num,lon,lat,alt,acc,drumseeded,dup,sort_rand,masked_id
"KARIMNAGAR","CHIGURUMAMIDI","Lambadipalli",10,79.1705614,18.2272612,321,3.9,0,0,.21586299,211
"NAGARKURNOOL","TELKAPALLY","Alair",5,78.4518269,16.3821888,452.7,3.9,0,0,.21591455,146
"KARIMNAGAR","CHIGURUMAMIDI","Gunukulapalli",7,79.1673615,18.2143013,318.9,3.9,0,0,.2160902,217
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Kodur",1,77.9353943,16.6835998,358.366,6.901,0,2,.21634154,69
"PEDDAPALLI","MANTHANI","Kakarlapalli",3,79.6363502,18.6474166,0,3400,1,2,.21662542,353
"NAGARKURNOOL","VANGOOR","Rangapur",7,78.5322913,16.5657971,352.2538452148438,3.9,1,0,.21744379,157
"WANAPARTHY","PANGAL","Remuddula",2,78.1827143,16.3156251,349.1,3.9,0,0,.21784668,175
"JAGTIAL","GOLLAPALLE","Rapalli",5,79.02855030000001,18.8086213,155,4.687,1,0,.21785155,280
"NAGARKURNOOL","TADOOR","Cherla Itikyala",6,78.30346,16.5279457,467.8,3.9,0,3,.21798095,144
"JAGTIAL","Endapalli","Kothapet",1,79.202203,18.7841339,198.2,96,0,1,.2181465,35
"MAHABUBNAGAR","MOOSAPET","Janampet",9,77.98563559999999,16.6362501,346.868,7.447,1,2,.21859047,72
"MAHABUBNAGAR","NAWABPET","Kishanguda",1,78.0730975,16.9487206,535.1999999999999,3.9,0,1,.2186031,76
"NAGARKURNOOL","BALMOOR","Thummanpet",3,78.5248532,16.3931196,392.8485107421875,4.672,0,0,.21873049,96
"PEDDAPALLI","PEDDAPALLE","Cheekurai",5,79.390388,18.6374057,139.8,8.621,0,0,.21923314,356
"WANAPARTHY","GHANPUR","Venkatampally",1,78.04272589999999,16.589909,341.1,4.04,1,1,.22064944,170
"KARIMNAGAR","CHIGURUMAMIDI","Sundaragiri",3,79.1971262,18.211715,335.6,3.9,0,0,.22085159,215
"PEDDAPALLI","ODELA","Abbidapalli",3,79.4773969,18.4654955,138.2570190429688,3.881,0,0,.22085218,10
"JAGTIAL","Endapalli","Kothapet",11,79.202825,18.7840445,208.9,3.9,0,0,.22139502,35
"JAGTIAL","Endapalli","Gullakota",2,79.15737660000001,18.7878387,203.4,3.9,1,0,.22143517,346
"JAGTIAL","KODIMIAL","Sriramulapally",9,78.941096,18.5899996,308,3.328,0,0,.22156499,303
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Kodur",3,77.9352111,16.6833879,355.61,5.218,0,0,.22182895,69
"WANAPARTHY","AMARCHINTHA","Nagalkadumur",5,77.72398630000001,16.4184903,264.3,4.316,1,0,.22229026,169
"JAGTIAL","KORUTLA","Madhapur",6,78.75419890000001,18.8543331,281.1,3.9,0,0,.22298186,308
"MAHABUBNAGAR","BHOOTHPUR","Karivena",3,78.1156398,16.6602228,0,3500,0,4,.22423615,50
"NAGARKURNOOL","PENTLAVELLI","Jatprole",3,78.2261979,16.0632626,200.4432983398438,4.376,0,0,.22457944,141
"WANAPARTHY","GHANPUR","Venkatampally",3,78.04250159999999,16.5897818,340,4.389,1,0,.22471617,170
"NAGARKURNOOL","PEDDAKOTHAPALLE","Sathapur",3,78.3546685,16.2380657,389.2,3.9,0,0,.224721,136
"WANAPARTHY","PANGAL","Mallaipally",1,78.054247,16.2551417,354.9,3.9,1,1,.2253025,184
"NAGARKURNOOL","BALMOOR","Balmoor",2,78.5786512,16.339362,469,3.9,0,0,.2253042,112
"JAGTIAL","JAGTIAL RURAL","Thatipally",3,78.84422979999999,18.7952591,227,3.342,0,0,.22585051,302
"KARIMNAGAR","THIMMAPUR","Parlapally",8,79.21110880000001,18.2773882,292.6,3.9,0,0,.22625661,262
"KARIMNAGAR","CHIGURUMAMIDI","Lambadipalli",14,79.17093180000001,18.2275432,318.8,3.9,0,1,.22636701,211
"PEDDAPALLI","ODELA","Abbidapalli",5,79.4732853,18.468877,240.5,3.9,0,0,.22717713,11
"WANAPARTHY","PEBBAIR","Buniyadpur",4,77.97738320000001,16.1619182,279.6,3.9,1,0,.22742622,187
"KARIMNAGAR","GANGADHARA","Sarvareddypally",3,79.0698883,18.6323405,245.2,4.478,0,0,.22855304,223
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",9,78.5562891,16.4450348,365.347900390625,3.881,0,0,.22864306,151
"KARIMNAGAR","MANAKONDUR","Munjampally",1,79.19029829999999,18.3780185,0,2599.999,0,3,.22874561,251
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",27,79.16996330000001,18.4629522,0,1542.54,1,3,.22874826,246
"JAGTIAL","Endapalli","Gullakota",1,79.15737590000001,18.7879949,203.1,3.9,1,1,.22926365,346
"NAGARKURNOOL","KALWAKURTHY","Raghupati Pet",15,78.4852424,16.5208499,348.467529296875,4.164,1,0,.22977322,117
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",6,78.5542919,16.4461618,424.9,3.9,0,2,.23002285,148
"NAGARKURNOOL","VANGOOR","Kondareddipalle",14,78.5768161,16.6381818,373.26416015625,3.656,0,2,.23007335,155
"MAHABUBNAGAR","BHOOTHPUR","Sheripally(H)",5,78.0227532,16.6884838,375.5,4.276,0,0,.23026347,47
"JAGTIAL","IBRAHIMPATNAM","Dabba",2,78.5517718,18.8791978,329.1,3.9,0,0,.23034666,294
"JAGTIAL","RAIKAL","Alipur",12,78.8779028,18.8548817,279.6,3.9,0,0,.23115146,343
"NAGARKURNOOL","BALMOOR","Kondareddypally",3,78.5332896,16.3710146,392.1561279296875,4.38,0,0,.23125441,99
"WANAPARTHY","PEBBAIR","Sugur",10,77.98908640000001,16.1418119,196.1,4.761,0,2,.23130834,5
"JAGTIAL","IBRAHIMPATNAM","Fakir Kondapur",8,78.6296784,18.950616,261.3,3.9,0,0,.23133883,291
"JAGTIAL","GOLLAPALLE","Rapalli",2,79.0343472,18.8060881,157,3.999,0,0,.2318802,281
"WANAPARTHY","WEEPANAGANDLA","Gopaldinne",6,78.08383790000001,16.1305007,202.2,3.916,0,2,.23271881,196
"PEDDAPALLI","ODELA","Abbidapalli",3,79.4751088,18.4663717,140.14990234375,3.881,0,0,.23376198,12
"PEDDAPALLI","SRIRAMPUR","Madipalli Colony",6,79.4552479,18.5225885,129.7,4.927,0,0,.23385082,14
"JAGTIAL","GOLLAPALLE","Rapalli",6,79.03451769999999,18.8161551,148,3.635,0,0,.23400019,277
"JAGTIAL","GOLLAPALLE","Rapalli",9,79.0289397,18.8086576,158,4,1,1,.23447764,280
"JAGTIAL","MEDIPALLE","Kacharam",11,78.8128926,18.7452101,319.9,3.9,0,0,.23452982,328
"JAGTIAL","GOLLAPALLE","Rapalli",7,79.0289032,18.8084839,156,4.65,1,0,.23469025,280
"PEDDAPALLI","SULTANABAD","Kandunuripalli",13,79.3306987,18.549454,152.6,4.627,0,0,.23557204,361
"KARIMNAGAR","GANGADHARA","Gopalraopally",5,78.97349610000001,18.5649106,282.2,4.318,0,0,.2362089,227
"JAGTIAL","KORUTLA","Madhapur",2,78.7508077,18.8514876,276.8,3.9,0,0,.23628712,310
"KARIMNAGAR","RAMADUGU","Deshrajpalle",3,79.06672020000001,18.5309663,233,4.692,0,0,.23725365,259
"PEDDAPALLI","ODELA","Abbidapalli",8,79.4747399,18.4663772,140.2821655273438,3.9,0,2,.23733425,12
"JAGTIAL","GOLLAPALLE","Vengalapur",5,79.0038909,18.8096084,330.4,4.783,0,0,.23749213,283
"KARIMNAGAR","GANGADHARA","Gopalraopally",4,78.9559819,18.5673905,301.3,4.453,0,0,.23768269,229
"KARIMNAGAR","THIMMAPUR","Parlapally",18,79.21121580000001,18.2904753,0,192.8,1,3,.23829228,263
"JAGTIAL","KORUTLA","Dharmaram",5,78.72155669999999,18.8933793,277.5,3.9,0,0,.23851044,307
"KARIMNAGAR","CHOPPADANDI","Rukmapur",4,79.16702239999999,18.5779895,0,2400,0,5,.238887,219
"PEDDAPALLI","SRIRAMPUR","Jaferkhanpet",3,79.49263089999999,18.5371373,119.8,4.16,0,0,.23925489,359
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",4,77.78615120000001,16.5554878,0,2599.999,0,10,.23929414,51
"JAGTIAL","RAIKAL","Alipur",7,78.8808164,18.8595485,270.9,3.9,0,0,.23942114,342
"WANAPARTHY","KOTHAKOTA","Kanimetta",2,77.92669896036386,16.44087787562091,0,0,0,0,.2400703,173
"KARIMNAGAR","CHIGURUMAMIDI","Gunukulapalli",6,79.1384017,18.2371017,304.6,3.9,1,2,.24038911,216
"JAGTIAL","MALLIAL","Thatipally",5,78.9769122,18.7019998,222,3.042,0,0,.24176507,325
"WANAPARTHY","WEEPANAGANDLA","Bollaram",4,78.19896439999999,16.1399642,231.4,3.9,0,0,.24178274,205
"JAGTIAL","JAGTIAL RURAL","Thatipally",10,78.8522184,18.8108291,232,5.5,0,1,.24188748,301
"JAGTIAL","DHARMAPURI","Thimmapoor",4,79.1102034,18.9113109,88,3.368,0,0,.24223262,270
"KARIMNAGAR","RAMADUGU","Vedira",5,79.03179729999999,18.523779,236,5.167,0,0,.24229595,253
"PEDDAPALLI","ANTHERGAON","Akenapalli",8,79.36959349999999,18.7944692,88,4.04,0,1,.24247597,349
"NAGARKURNOOL","KALWAKURTHY","Raghupati Pet",16,78.4852891,16.5208802,346.598388671875,3.631,1,1,.24271339,117
"KARIMNAGAR","THIMMAPUR","Parlapally",6,79.2108753,18.2773286,292.5,3.9,1,0,.24274556,262
"JAGTIAL","MALLAPUR","Sirpoor",24,78.68532519999999,18.9333244,290,3.9,1,0,.24278051,318
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",2,79.0852048,18.4545883,299.3,3.9,0,0,.24290258,248
"WANAPARTHY","PEBBAIR","Buniyadpur",6,77.9906684,16.171326,214.873,13.356,1,0,.24292293,188
"KARIMNAGAR","CHOPPADANDI","Gumlapur",1,79.13694959999999,18.5598524,226.8,3.9,0,1,.24294901,218
"NAGARKURNOOL","ACHAMPET","Chandapur",2,78.7221973,16.4426647,405,3.9,0,0,.24377665,94
"WANAPARTHY","AMARCHINTHA","Nagalkadumur",2,77.7239481,16.4185335,264.1,3.9,1,0,.24380957,169
"PEDDAPALLI","MANTHANI","Nagaram",7,79.6139956,18.6759654,84.10076904296875,4.676,0,0,.24392091,352
"KARIMNAGAR","GANGADHARA","Garshakurthy",3,78.9722493,18.5057439,256.7,4.859,0,0,.24406013,231
"NAGARKURNOOL","VELDANDA","Peddapur",1,78.5211092,16.7961367,414.8024291992188,4.66,1,3,.24419005,162
"NAGARKURNOOL","VELDANDA","Kotra",5,78.5262635,16.7001508,436.7548217773438,4.573,1,2,.24500962,164
"JAGTIAL","RAIKAL","Itkial",5,78.7775776,18.9153799,240.8,3.9,0,0,.24524204,341
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",7,77.8912807,16.6611967,336.907,6.3,0,0,.24544418,65
"KARIMNAGAR","JAMMIKUNTA","Madipally",6,79.4866083,18.2714651,228.1,3.9,1,0,.24558428,239
"PEDDAPALLI","SULTANABAD","Chinabonkur",3,79.3498178,18.5318153,161.4,4.778,0,0,.24568014,363
"JAGTIAL","DHARMAPURI","Rayapatnam",5,79.1515679,18.8907407,161.6,3.9,1,0,.24568424,3
"NAGARKURNOOL","BIJINAPALLY","Gouraram",4,78.1311231,16.5785719,481.8,3.9,0,0,.24591322,115
"PEDDAPALLI","SULTANABAD","Ramunipalli",8,79.3808172,18.4879274,173.1,3.9,1,1,.24606188,370
"JAGTIAL","GOLLAPALLE","Vengalapur",1,79.0056259,18.809381,332.7,5.9,0,2,.24656397,283
"NAGARKURNOOL","BALMOOR","Kondanagula",5,78.6124148,16.3030579,431.5811767578125,3.865,0,0,.24672623,110
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",8,77.8076001,16.5332306,0,3099.999,0,7,.24689882,52
"NAGARKURNOOL","LINGAL","Datharam",2,78.47348890000001,16.3204825,353.0289916992188,3.881,0,0,.24712077,130
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",1,77.8916811,16.6612512,339.687,4.766,0,2,.24794129,65
"PEDDAPALLI","ELIGAID","Shivapalli",4,79.2708214,18.5305565,181.5,3.9,1,0,.24803466,350
"KARIMNAGAR","GANGADHARA","Garshakurthy",9,78.9629132,18.5135411,335.3,3.9,0,0,.24816996,241
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Kodur",8,77.9297143,16.6798883,356.563,6.973,0,2,.24840724,67
"JAGTIAL","GOLLAPALLE","Thirumalapur",4,79.0850416,18.7690449,217.8,3.9,0,0,.24845332,285
"JAGTIAL","METPALLI","Metlachittapur",1,78.58956190000001,18.7791951,343.3,3.9,0,1,.24879639,335
"JAGTIAL","JAGTIAL RURAL","Gullapet",6,78.97099559999999,18.8642906,165,3.643,0,0,.24879831,299
"MAHABUBNAGAR","BHOOTHPUR","Karivena",3,78.0746425,16.6672712,0,3700,1,6,.24933258,50
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Appampalle",2,77.81038959999999,16.494024,277.596,6.284,0,0,.24965103,38
"KARIMNAGAR","GANGADHARA","Sarvareddypally",1,79.0711441,18.6347972,253.4,3.9,0,1,.24971667,221
"PEDDAPALLI","ODELA","Abbidapalli",3,79.4745015,18.4667976,231.8,4,0,0,.25042573,13
"NAGARKURNOOL","ACHAMPET","Lingotam",2,78.5995563,16.4094259,447.6,2.826,1,0,.2506434,85
"NAGARKURNOOL","KOLLAPUR","Yellur",2,78.3509619,16.1174807,240.9622802734375,4.426,0,0,.25109422,123
"WANAPARTHY","WANAPARTHY","Peddagudem",2,77.9846577,16.3159386,266.7,3.9,0,0,.25120366,194
"NAGARKURNOOL","PEDDAKOTHAPALLE","Peddakarpamula",1,78.39336179999999,16.3016668,339.0015869140625,3.881,0,1,.25166309,132
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",18,79.08534,18.4548495,289.1,3.9,0,0,.2517786,247
"NAGARKURNOOL","VELDANDA","Peddapur",1,78.5205741,16.7956752,429.4600830078125,5.011,1,0,.25190234,161
"NAGARKURNOOL","VELDANDA","Peddapur",4,78.5087407,16.7855425,506.3,3.9,0,0,.25305372,160
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",7,77.7913259,16.5782312,305.517,4.745,0,0,.25317225,53
"WANAPARTHY","PANGAL","Remuddula",4,78.18249849999999,16.3160819,348.2,3.9,0,0,.25343099,175
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",6,78.556512,16.4450582,363.6103515625,3.9,0,0,.25358632,151
"NAGARKURNOOL","TADOOR","Cherla Itikyala",1,78.3156448,16.5493493,496.1,3.9,1,2,.25421575,143
"MAHABUBNAGAR","BHOOTHPUR","Karivena",1,78.0746425,16.6672712,0,3700,1,6,.25460568,50
"PEDDAPALLI","SULTANABAD","Ramunipalli",6,79.3783009,18.4911872,169.7,4.45,0,0,.25478753,369
"PEDDAPALLI","MANTHANI","Kakarlapalli",5,79.6363502,18.6474166,0,3400,1,2,.25502089,353
"NAGARKURNOOL","VELDANDA","Kotra",2,78.5530504,16.692287,404.6868896484375,4.22,1,0,.25572005,165
"NAGARKURNOOL","BALMOOR","Kondanagula",9,78.61088220000001,16.32497,483,3.108,0,0,.25575072,111
"JAGTIAL","KORUTLA","Madhapur",2,78.74269099999999,18.8488097,207,4.1,0,0,.25577244,309
"NAGARKURNOOL","BALMOOR","Kondanagula",2,78.61119239999999,16.3249846,489.7,3.087,0,0,.25620657,111
"NAGARKURNOOL","ACHAMPET","Pulazala",1,78.6523809,16.4478176,370.9554443359375,3.9,1,1,.2562373,89
"WANAPARTHY","PANGAL","Remuddula",1,78.1711882,16.3363719,367.9,3.9,1,0,.25678089,177
"JAGTIAL","RAIKAL","Itkial",11,78.77585000000001,18.9263883,245.9,3.533,0,0,.25697917,340
"NAGARKURNOOL","VANGOOR","Rangapur",16,78.5494779,16.5579735,317.3472900390625,4.937,0,5,.25707686,158
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Kodur",8,77.9129192,16.6861435,351.282,9.218999999999999,0,0,.25793734,68
"JAGTIAL","MALLIAL","Thatipally",2,78.9822862,18.6906061,232,3.84,0,0,.25835219,324
"NAGARKURNOOL","PENTLAVELLI","Jatprole",4,78.2259882,16.0632168,199.2843017578125,4.327,0,0,.25840124,141
"JAGTIAL","GOLLAPALLE","Vengalapur",7,79.0056259,18.809381,332.7,5.9,0,2,.25899971,283
"NAGARKURNOOL","BALMOOR","Banala",9,78.6251359,16.3316121,485.2,3.115,0,0,.25926289,103
"PEDDAPALLI","PEDDAPALLE","Kothapalli",8,79.4079546,18.5382686,153.2,3.935,0,2,.25949952,358
"KARIMNAGAR","KARIMNAGAR RURAL","Cherlabuthkur",9,79.23507050000001,18.4955022,0,1700,1,3,.26014331,242
"JAGTIAL","DHARMAPURI","Rayapatnam",5,79.1387095,18.8992482,168.2,3.9,1,0,.26017222,28
"PEDDAPALLI","SULTANABAD","Kandunuripalli",2,79.3307054,18.5498682,155.3974609375,4.349,0,0,.26050434,362
"MAHABUBNAGAR","DEVARKADARA","Laxmipalle",7,77.92415130000001,16.6256568,336.044,6.413,0,2,.26089165,42
"NAGARKURNOOL","KODAIR","Takur Tanda",8,78.2281761,16.2152467,298.626220703125,3.878,1,0,.26126331,118
"JAGTIAL","Endapalli","Kothapet",1,79.2137498,18.7726812,200.3,4.8,0,1,.26191679,32
"WANAPARTHY","PANGAL","Mohammadapur",7,78.0868547,16.2399984,311.162,11.518,0,1,.26220554,181
"JAGTIAL","RAIKAL","Itkial",6,78.77751670000001,18.9154077,240.3,4.016,0,2,.26239455,341
"KARIMNAGAR","GANGADHARA","Gangadhara",5,79.0123913,18.581543,344.4,3.46,0,0,.26254946,226
"MAHABUBNAGAR","BHOOTHPUR","Karivena",2,78.0746425,16.6672712,0,3700,1,6,.26325256,50
"JAGTIAL","IBRAHIMPATNAM","Eradandi",6,78.5699645,18.9525753,298.4,3.9,0,0,.26330504,290
"WANAPARTHY","PEBBAIR","Buniyadpur",7,77.98852189999999,16.1616588,212.804,5.866,1,0,.26343483,186
"KARIMNAGAR","CHOPPADANDI","Rukmapur",3,79.16702239999999,18.5779895,0,2400,0,5,.26365751,219
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",34,79.16996330000001,18.4629522,0,1617.961,1,4,.26370069,246
"NAGARKURNOOL","BALMOOR","Banala",4,78.63295290000001,16.3152206,491.1,3.11,0,0,.26395342,106
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",8,77.8761629,16.6628945,328.816,13.433,0,0,.26420817,63
"JAGTIAL","GOLLAPALLE","Rapalli",13,79.04792519999999,18.8072191,158,4.513,0,0,.26430023,278
"JAGTIAL","KORUTLA","Madhapur",1,78.7541557,18.8543583,267.2,3.54,0,1,.26503474,308
"JAGTIAL","Endapalli","Kothapet",3,79.202319,18.7841406,190.6,96,0,0,.26519665,35
"KARIMNAGAR","GANGADHARA","Gopalraopally",2,78.9681825,18.5678413,301.4,3.9,0,0,.26543975,228
"NAGARKURNOOL","BALMOOR","Kondareddypally",2,78.5405856,16.3753935,388.1468505859375,4.251,0,0,.26651245,100
"PEDDAPALLI","KAMANPUR","Rompikunta",3,79.47834690000001,18.6682716,111.0744018554688,4.439,0,0,.26675931,351
"KARIMNAGAR","GANGADHARA","Sarvareddypally",6,79.0712202,18.634641,248.4,4.327,0,0,.26676318,221
"KARIMNAGAR","THIMMAPUR","Mallapur",1,79.21223999999999,18.309884,215.4072265625,4.709,0,2,.26678944,261
"NAGARKURNOOL","ACHAMPET","Chandapur",3,78.719658,16.4431072,421.9,4.75,0,0,.26709431,92
"JAGTIAL","KORUTLA","Madhapur",5,78.75421369999999,18.8543843,282,3.44,0,0,.26730078,308
"MAHABUBNAGAR","DEVARKADARA","Laxmipalle",8,77.92415130000001,16.6256568,336.044,6.413,0,2,.26740924,42
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",13,77.8866731,16.6715894,340.816,4.766,0,0,.26750907,62
"NAGARKURNOOL","ACHAMPET","Lingotam",3,78.59957180000001,16.4094793,447.7,3.089,1,0,.26786411,85
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",9,79.0484344,18.3518266,229.2,3.927,0,0,.26832741,233
"JAGTIAL","KODIMIAL","Sriramulapally",6,78.9488435,18.5861764,304,3.457,0,0,.26881203,304
"PEDDAPALLI","MANTHANI","Nagaram",5,79.6135098,18.6761762,81.20880126953125,4.454,0,0,.26891789,352
"JAGTIAL","DHARMAPURI","Rayapatnam",4,79.15137989999999,18.8904052,158.4,3.9,1,0,.26937473,3
"JAGTIAL","KATHLAPUR","Sirkonda",3,78.7016606,18.7773133,320.3,3.9,1,0,.26961324,314
"PEDDAPALLI","SULTANABAD","Ramunipalli",6,79.3710198,18.4828515,151.1,3.618,0,0,.26962793,367
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",15,79.04812920000001,18.3518586,228.4,4.303,0,0,.26977512,233
"MAHABUBNAGAR","BHOOTHPUR","Thatiparthy",1,78.10136439999999,16.7154976,426.8,4.926,0,1,.27028102,48
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",8,79.16996330000001,18.4629522,0,1316.268,1,2,.27085826,246
"JAGTIAL","IBRAHIMPATNAM","Dabba",8,78.55776299999999,18.872764,322.5,3.9,0,1,.2713362,296
"NAGARKURNOOL","LINGAL","Datharam",6,78.4732972,16.3204825,353.006591796875,3.9,0,2,.27141085,130
"MAHABUBNAGAR","HANWADA","Gudimalakapur",8,77.9595455,16.8425815,488.3,4.745,0,1,.27268916,57
"KARIMNAGAR","GANNERUVARAM","Pechupally",1,79.07799350000001,18.318608,223.4,3.425,0,1,.27290702,235
"KARIMNAGAR","MANAKONDUR","Munjampally",6,79.18771719999999,18.3820374,190.7005004882813,4.095,0,0,.27335,249
"PEDDAPALLI","SULTANABAD","Ramunipalli",5,79.3784534,18.4916409,167.4,4.512,0,0,.27342221,369
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",15,77.79183089999999,16.5778716,300.518,4.829,0,0,.27364531,53
"MAHABUBNAGAR","NAWABPET","Karkonda",6,78.0335352,16.8388948,543.9,4.794,0,1,.27370301,82
"KARIMNAGAR","THIMMAPUR","Parlapally",39,79.21121650000001,18.290473,246.5999908447266,784.04,1,0,.27380753,263
"JAGTIAL","GOLLAPALLE","Rapalli",4,79.034145,18.8058485,157,3.51,0,0,.27421826,281
"JAGTIAL","GOLLAPALLE","Vengalapur",8,79.0153107,18.8096128,222.7,4.216,0,0,.27496037,284
"NAGARKURNOOL","ACHAMPET","Pulazala",10,78.6551668,16.4402158,363.453,4.745,0,0,.27657238,88
"KARIMNAGAR","RAMADUGU","Vedira",4,79.031711,18.5236786,232,9.833,0,0,.27663198,253
"KARIMNAGAR","KARIMNAGAR RURAL","Cherlabuthkur",4,79.2119988,18.4829585,246.6,3.9,1,0,.27722982,244
"NAGARKURNOOL","VELDANDA","Peddapur",6,78.5088133,16.7848658,509.2,3.9,0,2,.27741373,160
"NAGARKURNOOL","ACHAMPET","Pulazala",9,78.6551644,16.4402219,363.846,4.658,0,0,.27762738,88
"NAGARKURNOOL","VELDANDA","Kotra",7,78.5392291,16.7015549,528.7,3.9,0,3,.27771017,166
"WANAPARTHY","PANGAL","Kethepally",1,78.14984509999999,16.1934573,281.131,9.449999999999999,0,2,.27838677,183
"KARIMNAGAR","ELLANDAKUNTA","Vagoddu Ramannapalli",1,79.5250322,18.2617945,216.9,3.1,0,0,.27839306,220
"NAGARKURNOOL","PENTLAVELLI","Kondoor",3,78.217299,16.0926523,194.218,12.754,1,0,.27840626,140
"KARIMNAGAR","RAMADUGU","Deshrajpalle",6,79.07173830000001,18.53454,226.5,1116.259,0,0,.27929819,256
"NAGARKURNOOL","BALMOOR","Balmoor",4,78.5573857,16.3168333,479.5,3.9,0,0,.27930343,114
"JAGTIAL","RAIKAL","Alipur",4,78.8778561,18.8546333,279.7,3.9,0,0,.27985758,343
"WANAPARTHY","PANGAL","Remuddula",3,78.1820604,16.3160381,418.8,3.9,0,0,.27994004,176
"JAGTIAL","GOLLAPALLE","Rapalli",3,79.0342674,18.8058826,156,3.432,0,0,.28021631,281
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",31,79.16996330000001,18.4629522,0,1572.6,1,1,.28074098,246
"WANAPARTHY","WEEPANAGANDLA","Bollaram",7,78.1991462,16.1388232,239.97,10.768,1,2,.2812587,204
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",4,79.16996330000001,18.4629522,0,1240.885,1,1,.28150287,246
"JAGTIAL","DHARMAPURI","Rayapatnam",7,79.1464233,18.8912434,161.6,3.9,0,1,.28173161,40
"PEDDAPALLI","SULTANABAD","Gattepalli",2,79.3166107,18.4919323,229.1,3.9,0,0,.28211462,365
"JAGTIAL","IBRAHIMPATNAM","Dabba",3,78.557894,18.8732183,321,3.9,0,0,.28218818,296
"JAGTIAL","DHARMAPURI","Rayapatnam",1,79.1513983,18.8907983,151.5,3.9,1,1,.28219071,3
"JAGTIAL","KORUTLA","Dharmaram",9,78.7214283,18.8932487,275.5,3.9,0,0,.28291672,307
"JAGTIAL","GOLLAPALLE","Rapalli",5,79.03046190000001,18.8176049,222.7,3.9,0,0,.28303772,276
"NAGARKURNOOL","ACHAMPET","Pulazala",4,78.6417419,16.4406882,369.2828369140625,4.311,1,0,.28311402,87
"KARIMNAGAR","GANGADHARA","Sarvareddypally",4,79.07115899999999,18.6347176,251.5,4.405,0,0,.28328106,221
"WANAPARTHY","WEEPANAGANDLA","Kalwarala",1,78.1297476,16.1639517,348.8,3.9,0,1,.28370178,198
"KARIMNAGAR","CHIGURUMAMIDI","Lambadipalli",3,79.1786195,18.2166549,336.1,3.166,0,0,.28383672,210
"KARIMNAGAR","THIMMAPUR","Parlapally",25,79.21121410000001,18.290471,0,466.6,1,0,.28391159,263
"JAGTIAL","KODIMIAL","Sriramulapally",5,78.9502346,18.5982414,288,3.888,0,0,.28397176,305
"NAGARKURNOOL","BALMOOR","Godal",3,78.5537375,16.3522584,472.7,3.9,0,0,.28449401,102
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",14,78.5651263,16.457127,433,3.9,0,0,.28458801,150
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",10,78.5561548,16.444945,365.12060546875,3.9,0,0,.28554219,151
"NAGARKURNOOL","ACHAMPET","Pulazala",6,78.65554659999999,16.4400239,363.168,4.562,0,0,.28586254,88
"JAGTIAL","Endapalli","Godishelapet",1,79.228689,18.783742,178.7,3.9,0,1,.28621337,348
"WANAPARTHY","WEEPANAGANDLA","Kalwarala",4,78.1266609,16.1603375,335.9,3.9,0,0,.28644523,201
"JAGTIAL","DHARMAPURI","Jaina",10,79.0826855,19.0155841,184.9,3.983,0,1,.28703117,269
"NAGARKURNOOL","BALMOOR","Polisettypally",6,78.601263,16.3793675,392.0167236328125,3.881,0,0,.28721607,98
"JAGTIAL","IBRAHIMPATNAM","Dabba",1,78.55120220000001,18.8807964,323.3,3.9,0,1,.28768244,295
"JAGTIAL","GOLLAPALLE","Rapalli",1,79.0289397,18.8086576,158,4,1,1,.28773707,280
"WANAPARTHY","PANGAL","Mohammadapur",4,78.0876859,16.2406408,358.8,3.9,0,0,.28775492,182
"JAGTIAL","KODIMIAL","Sriramulapally",7,78.95040899999999,18.598404,292,4.324,0,0,.28820249,305
"JAGTIAL","MALLAPUR","Sirpoor",36,78.68539,18.933305,271.7,3.9,1,2,.28823513,318
