c3_crop_name_kharif,crop_name,varities_grown_khrf,varities_grown_rabi,varities_grown_khrf23,plant_date_kharif,plant_date_rabi,plant_date_sumr,plant_date_kharif23,key,crop_area_kharif23,crop_area_kharif,crop_area_rabi,crop_area_summer
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),10,Other,10,11jul2023,15dec2022,,15jul2023,uuid:1b2e7c71-cd55-4cfb-86af-b3daa43e8edc,5,5,5,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),,Cotton Dora Sannalu (MTU 1010),,,14jun2022,,,uuid:1b62ddfd-b40a-4421-b488-1bd31e3d93dc,0,0,30,0
1101,పత్తి,,,,,,,,uuid:1b62ddfd-b40a-4421-b488-1bd31e3d93dc,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),32,,32,06jun2022,,,15jun2022,uuid:1b62ddfd-b40a-4421-b488-1bd31e3d93dc,1.25,30,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),32,27may2022,15dec2022,,15may2023,uuid:1b6971e9-3def-48d0-b8cb-50d009e28ee3,4.2249999,4.2249999,4.2249999,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),32,15may2022,15dec2022,,25may2023,uuid:1b6971e9-3def-48d0-b8cb-50d009e28ee3,4.2249999,4.2249999,4.2249999,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,08jul2023,08dec2022,,08jun2023,uuid:1b802379-84e2-4227-b4aa-b6c44111eb32,2,2.25,2.25,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,15jun2023,15dec2022,,15jun2023,uuid:1b91b85c-d562-4e42-a01b-96f68cc45005,11,11,11,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Cotton Dora Sannalu (MTU 1010),1,15jun2023,15dec2022,,15jun2023,uuid:1b91b85c-d562-4e42-a01b-96f68cc45005,11,11,11,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),12,Cotton Dora Sannalu (MTU 1010),12,01jul2022,06dec2022,,06jul2023,uuid:1bca3ff5-b06a-4d5d-b70a-9852c77c5ace,3.125,3.125,3.125,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:1bcce7ae-0b67-4c1e-94de-430ea377e511,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,22jun2022,22nov2022,,22jul2023,uuid:1bcce7ae-0b67-4c1e-94de-430ea377e511,1.375,1.375,1.375,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),40,Telangana Sona (RNR 15048),39,04jul2022,05nov2022,,05jul2023,uuid:1be8d523-88eb-4539-9230-ab8b7a93ddb4,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,01jul2022,09dec2022,,01jul2023,uuid:1bfd81ad-2077-416f-806f-1bdd21847a10,1.625,1.625,1.625,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,01jul2022,09dec2022,,01jul2023,uuid:1bfd81ad-2077-416f-806f-1bdd21847a10,1.625,1.625,1.625,0
1013,దమ్ము చెయ్యకుండా నేరుగా విత్తిన వరి (paddy),,,1,,,,20jul2023,uuid:1c05d24f-864c-4d55-9cea-e28cafff6b2e,2,0,0,0
1013,దమ్ము చెయ్యకుండా నేరుగా విత్తిన వరి (paddy),,,1,,,,20sep2023,uuid:1c05d24f-864c-4d55-9cea-e28cafff6b2e,2,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Telangana Sona (RNR 15048),1,14jul2023,20dec2022,,11jul2023,uuid:1c22ae27-4195-4e17-a83a-066c2dfbc76a,2.5,2.5,2.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,19jul2022,29dec2022,,30jul2023,uuid:1c3cf0d9-a69a-40f4-a81c-15f42d7d1cd9,7,7,7,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,25jun2022,25nov2022,,25jun2023,uuid:1c5a57b4-53a1-4be7-bfe1-89615a3b52fc,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),17,Other,99,20jun2022,01dec2022,,22jun2023,uuid:1c7a6edd-b729-45d6-91e6-240d249e9d9e,3,3,3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,15jun2022,28dec2022,,05jul2023,uuid:1c8e3eb4-3027-48c9-b585-114359036be6,1.5,1.5,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Cotton Dora Sannalu (MTU 1010),99,04jul2022,13dec2022,,24jul2023,uuid:1cb36d94-9545-4567-9a5c-d85ae55bfe79,12,4,6,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,99,,,,24jul2023,uuid:1cb36d94-9545-4567-9a5c-d85ae55bfe79,6,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,08jun2022,09nov2022,,12jul2023,uuid:1cd6b89e-5ee7-4d97-8cc1-ae7b8636a7f8,2,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,18jun2023,13jul2022,,16jul2023,uuid:1cdf5e93-bd62-47d1-84e7-347561076088,1.75,1.75,1.25,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,Telangana Sona (RNR 15048),1,,27jan2023,,24aug2023,uuid:1ced07e4-8359-4ae7-bf87-23088874ceb1,6,0,6,0
1101,పత్తి,,,,,,,,uuid:1cf82313-666f-4e6b-a42e-266a39059df6,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,14jul2022,14nov2022,,14jun2023,uuid:1cf82313-666f-4e6b-a42e-266a39059df6,2,2,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,22jul2022,22jul2022,,22jul2023,uuid:1d17491d-65f5-449f-95ed-5f2fb2657578,5.5,5.5,5.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,22apr2022,22jul2022,,22jul2023,uuid:1d17491d-65f5-449f-95ed-5f2fb2657578,5.5,5.5,5.5,0
203,మినపప్పు (urad),,,,,,,,uuid:1dba9315-0422-4970-9bb1-81c1afd7bb96,0,0,5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,08jun2022,27dec2022,,05jul2023,uuid:1dba9315-0422-4970-9bb1-81c1afd7bb96,1.5,1.5,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,08aug2022,08dec2022,,31aug2023,uuid:1dc65d5e-ea58-40a6-b8bd-85a3ff303661,3.5,5,5.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Other,99,19jul2022,25nov2022,,19jun2023,uuid:1ddb29ff-5cda-4640-9b15-85b34fd746b6,3.5,3.5,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),8,Telangana Sona (RNR 15048),1,18jul2022,12feb2023,,12jul2023,uuid:1dfc98d6-3ffc-4cb3-810e-83d4a4b4e537,2.875,2.875,2.95,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Other,12,15jul2022,05dec2022,,25jul2022,uuid:1e096042-5cba-450c-be99-ef6663b37843,3,3,3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),32,07jun2022,22nov2022,,19jul2023,uuid:1e127664-97c5-48db-92ba-2e6fc61a93e5,5,5,5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,27sep2023,uuid:1e5251eb-544f-4049-92a3-e4881d45a7f0,2,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,01aug2022,02jan2023,,01aug2023,uuid:1e54f1a3-33cd-40a2-8ba5-109df53dc4cb,5,5,5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,20jul2022,15nov2022,,16jul2023,uuid:1e55c3b1-0f60-4bb0-9070-aa1fb807860f,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),8 10,Erramallelu (WGL 20471),2,21jun2022,21nov2022,,21jun2023,uuid:1e677a79-ad6a-4a9c-8feb-c77fe157d695,.55000001,.55000001,.55000001,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),6,Tellahamsa (RNR 10754),5,21jun2022,21oct2022,,21jun2023,uuid:1e677a79-ad6a-4a9c-8feb-c77fe157d695,.55000001,.55000001,.55000001,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),27,Telangana Sona (RNR 15048),22,21jun2022,21nov2022,,21jun2023,uuid:1e677a79-ad6a-4a9c-8feb-c77fe157d695,.55000001,.55000001,.55000001,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:1e82a1ec-037a-43b6-93c3-7b8852f44347,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),1,21jan2022,21jun2022,,21sep2023,uuid:1e82a1ec-037a-43b6-93c3-7b8852f44347,1.5,1,1,0
1013,దమ్ము చెయ్యకుండా నేరుగా విత్తిన వరి (paddy),1 99,,99,25jul2022,,,25jul2023,uuid:1e8f3249-b8d6-462d-ac1f-afae878859e9,3,3,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,05jun2022,,,02jun2023,uuid:1e92b66f-75d8-453b-ba6b-f09bfc42a2e0,3.6500001,3.6500001,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),32,,32,20jul2022,,,20jul2023,uuid:1ea3a64f-c2a6-4405-aa41-d8866bf21446,.30000001,.30000001,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),32,,32,25jun2022,,,19jul2023,uuid:1ea3a64f-c2a6-4405-aa41-d8866bf21446,.30000001,.30000001,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Other,99,23aug2023,09jan2023,,09aug2023,uuid:1eaf6fe5-6b6f-41a2-a063-ea7809cfb853,.75,.75,.25,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,16jun2023,15jan2023,,16sep2023,uuid:1eb5326a-0959-4087-8488-17f2064d8663,1.75,1.75,1.75,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,15jun2023,15jan2023,,15jun2023,uuid:1eb5326a-0959-4087-8488-17f2064d8663,1.75,1.75,1.75,0
202,కంది పప్పు (tur),,,,,,,,uuid:1ec459ee-7e93-48a6-b45b-1836692cdc2e,2.9000001,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),6,Cotton Dora Sannalu (MTU 1010),32,14jun2022,14dec2022,,14may2023,uuid:1ed9b791-3993-46c5-b996-a466f59199c7,1.2,1.2,1.2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),23,Cotton Dora Sannalu (MTU 1010),23,16jun2023,16dec2022,,18jun2023,uuid:1edde8ec-38d1-4109-b5b7-df0c8532ef52,2,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:1edde8ec-38d1-4109-b5b7-df0c8532ef52,0,0,0,0
1011,డ్రమ్ సీడర్ పధ్ధతి లో వరి ( drum seeder paddy),17,Jagtial Rice-1 (JGL 24423),17,25jul2022,25jul2023,,03jul2023,uuid:1ef8bb83-0186-4af3-b80f-dc0d3d76b1b0,2.5,2.5,2.5,0
1011,డ్రమ్ సీడర్ పధ్ధతి లో వరి ( drum seeder paddy),,,17,,,,03jul2023,uuid:1ef8bb83-0186-4af3-b80f-dc0d3d76b1b0,2.5,,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,09jul2022,,,04aug2023,uuid:1f0a5356-b6c9-4bde-8238-21dea72900ba,1.15,1.15,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,08aug2022,,,06aug2023,uuid:1f0a5356-b6c9-4bde-8238-21dea72900ba,1.15,1.15,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,26may2022,26apr2023,,26jul2023,uuid:1f2df2ea-22ab-4b3b-9f24-a2e00e402569,2,2,.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,26jul2022,,,26jul2023,uuid:1f2df2ea-22ab-4b3b-9f24-a2e00e402569,2,2,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Rajendranagar Vari-5 (RNR 29325),32,21jun2021,16jan2023,,13jun2023,uuid:1f2e5779-8c0b-4aa4-9b7b-fc6930f1b3a0,1.5,1.5,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),2,Telangana Sona (RNR 15048),1,20jun2022,20aug2023,,20jun2023,uuid:1f30f73d-19d6-4571-8495-5886e1ecc5df,1,2,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),2,20jul2022,20dec2022,,20jul2023,uuid:1f30f73d-19d6-4571-8495-5886e1ecc5df,1,2,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),,05jun2023,05jan2023,,,uuid:1f35a8a3-f3fd-4a1f-b504-d2c8b5996569,0,1.5,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,29jul2023,uuid:200e94c2-d3eb-4662-9930-d71b2d35e5c7,2,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,,,11jul2022,,,,uuid:20b6d6e6-af8f-46e0-9e58-b2d7ec5bd7c7,0,1,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,13sep2023,13nov2022,,13jun2023,uuid:20d6a05e-b999-491e-8959-15f0347386d3,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:20f0b9bd-a333-4de3-8622-1a156d5a197d,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),99,10jun2023,05dec2022,,15jun2023,uuid:20f0b9bd-a333-4de3-8622-1a156d5a197d,4.25,4.25,4.25,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Cotton Dora Sannalu (MTU 1010),12,10jul2022,09jan2022,,18jul2023,uuid:2135e918-1205-45de-b591-7027762e8268,4,4,4,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:2135e918-1205-45de-b591-7027762e8268,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:215f63c3-06d4-40e3-8b97-0ed7ecee2126,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,03jul2022,07aug2023,,07jul2023,uuid:215f63c3-06d4-40e3-8b97-0ed7ecee2126,2,2,2,0
,,,,,,,,,uuid:2162f10b-b2eb-4a93-99ec-5d8e1b108bb1,,,,
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:2184bda2-e645-413d-a25f-815160feeb80,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,21jul2022,,,20aug2023,uuid:2184bda2-e645-413d-a25f-815160feeb80,1,1,0,0
1011,డ్రమ్ సీడర్ పధ్ధతి లో వరి ( drum seeder paddy),12,Cotton Dora Sannalu (MTU 1010),12,11jul2022,21dec2022,,22jun2023,uuid:21a18d53-b877-4570-8045-b1ec7f943101,7,7,7,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Telangana Sona (RNR 15048),1,02jul2023,21dec2022,,02jul2023,uuid:21a4fbc4-7bf4-4e92-8902-1ff3d0cb3dcd,1.8,1.8,1.8,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:21b84aba-b717-4327-b942-98a0533848e3,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,15jun2022,08jan2023,,28jun2023,uuid:21b84aba-b717-4327-b942-98a0533848e3,2,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1 11,Cotton Dora Sannalu (MTU 1010),1 11,10jun2022,10dec2022,,05jun2023,uuid:21c60343-db96-4deb-8b53-54473a941837,3.7,3.7,3.7,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,06jun2023,06feb2023,,06jun2023,uuid:21eb4b7d-7abf-465c-8922-39b32abc5458,1.75,1.75,1.75,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12 32,Cotton Dora Sannalu (MTU 1010),12 32,22jun2022,21dec2022,,21jun2023,uuid:21fd8f40-73d3-4535-aac6-73b72f231e36,4.5,4,1.5,0
1101,పత్తి,,,,,,,,uuid:21fd8f40-73d3-4535-aac6-73b72f231e36,4,4,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Cotton Dora Sannalu (MTU 1010),12,25may2022,25dec2022,,25may2023,uuid:2222524f-920d-4851-8bea-ba0de4a80162,3.9000001,3.9000001,3.9000001,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,12,,,,25jun2023,uuid:2222524f-920d-4851-8bea-ba0de4a80162,3.9000001,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),32,Cotton Dora Sannalu (MTU 1010),32,16jul2022,23nov2022,,21jul2023,uuid:223d0a6f-e081-4d3c-8c92-bc73cfe5142d,1,1,1.5,0
1101,పత్తి,,,,,,,,uuid:223d0a6f-e081-4d3c-8c92-bc73cfe5142d,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),23,Kunaram Sannalu (KNM 118),22,23jun2022,23nov2022,,23sep2023,uuid:2254c8f8-3f83-4c38-b03f-4446d85faba7,1.4,1.4,1.4,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),23,Kunaram Sannalu (KNM 118),23,23jun2022,23nov2022,,23jun2023,uuid:2254c8f8-3f83-4c38-b03f-4446d85faba7,1.4,2.4000001,1.4,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,39,,,,11sep2023,uuid:22630f5d-ad59-4bdb-8d22-6bcdb7a08511,1,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,11jul2022,11jan2023,,02aug2023,uuid:22b15b58-e595-48d4-9378-09384cbf5196,3,3,3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,Cotton Dora Sannalu (MTU 1010),11,,05dec2022,,20jun2023,uuid:22c13729-34ca-4b20-9b05-74b8dfda6c93,2,0,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Cotton Dora Sannalu (MTU 1010),1 12,14jul2023,14dec2022,,14jun2023,uuid:22e986e5-d50f-48e6-a23d-c6ee97153596,12,3.925,3.425,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Vari-8 (WLG 1487),1,11jul2022,11dec2022,,11jul2023,uuid:2305df2e-f0e1-4cc7-a7cd-b20e1077c2c6,3,1.5,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,,1,19jun2022,,,19jun2023,uuid:2310e339-d4a7-4f2d-acea-190c4b277b6d,2.5,2.5,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:2310e339-d4a7-4f2d-acea-190c4b277b6d,0,0,0,0
1101,పత్తి,,,,,,,,uuid:2316cfb2-94bc-49e5-bcc5-396e2748a6a0,4,4,4,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,26apr2022,26dec2022,,26may2023,uuid:2316cfb2-94bc-49e5-bcc5-396e2748a6a0,3,3,3,0
203,మినపప్పు (urad),,,,,,,,uuid:23359d56-659a-44e3-985f-fa9b9fabc9e3,2.9000001,0,2.9000001,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),,20jun2022,20nov2022,,,uuid:23795758-bab6-4f03-9d7f-19f4f582fa84,0,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,20jun2022,20may2023,,20nov2022,uuid:23795758-bab6-4f03-9d7f-19f4f582fa84,2,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,20jun2022,20nov2022,,20jun2023,uuid:23795758-bab6-4f03-9d7f-19f4f582fa84,2,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,22jun2022,,,22jul2023,uuid:237dd5b6-3c28-4a95-86fa-9727d8dba711,.5,.5,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1 12,Cotton Dora Sannalu (MTU 1010),11 99,30jun2022,14jan2023,,20jul2023,uuid:2382b800-915b-4ef1-8b15-bbf9ec1d3b72,1.75,2.5,2.5,0
601,mangoes,,,,,,,,uuid:23c82a86-c733-4381-8ac4-dc75da687237,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,08jul2022,08dec2022,,15aug2023,uuid:23c82a86-c733-4381-8ac4-dc75da687237,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),32,Cotton Dora Sannalu (MTU 1010),32,07jun2022,07feb2023,,10aug2023,uuid:23d3f7fa-6353-4821-8ab2-7dded71920bd,1,1,1,0
1011,డ్రమ్ సీడర్ పధ్ధతి లో వరి ( drum seeder paddy),1,,1,22jul2022,,,22jul2023,uuid:23d41a07-a3b1-4a58-aeef-6e9f500410e4,4,4,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,26jul2022,28jan2023,,26jul2023,uuid:242a809e-3ae6-4845-ae13-8e3d2164b65d,2,3,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:242a809e-3ae6-4845-ae13-8e3d2164b65d,0,0,0,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),1,,1,19aug2022,,,21aug2023,uuid:2432b8de-66e8-4fc3-91a4-591539cb1ae0,1.375,1.375,0,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),,,,,,,,uuid:2432b8de-66e8-4fc3-91a4-591539cb1ae0,0,0,0,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),40,,1,13aug2022,,,12aug2023,uuid:2432b8de-66e8-4fc3-91a4-591539cb1ae0,.625,.625,0,0
1011,డ్రమ్ సీడర్ పధ్ధతి లో వరి ( drum seeder paddy),,Telangana Sona (RNR 15048),,,21nov2022,,,uuid:2432b8de-66e8-4fc3-91a4-591539cb1ae0,0,0,1.75,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,25jun2022,25aug2022,,25jun2023,uuid:245c1278-5f4d-47b5-a138-37f2221834e9,3,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,25jun2022,25sep2022,,25jun2023,uuid:245c1278-5f4d-47b5-a138-37f2221834e9,3,3,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,13jun2022,,,12jun2023,uuid:247d131f-0243-4089-803c-551ff56a8ed5,1.5,1.5,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,09jun2022,,,09jul2023,uuid:247d131f-0243-4089-803c-551ff56a8ed5,1.5,1.5,0,0
1011,డ్రమ్ సీడర్ పధ్ధతి లో వరి ( drum seeder paddy),1,Telangana Sona (RNR 15048),1,08jul2022,08nov2022,,01jul2023,uuid:249529bc-48f0-4408-b502-771a650d63ac,3,2.5,2.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12 32,10jul2022,06dec2022,,02jul2023,uuid:24bdbe0a-d757-4790-a911-168f2e73a73e,5,5,5,0
188,other cereals,,,,,,,,uuid:24bdbe0a-d757-4790-a911-168f2e73a73e,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,15jun2023,15dec2022,,15may2023,uuid:24e32e36-0e55-4eb3-b82b-06f5d2a38158,4.5999999,4.5999999,4.5999999,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,15may2022,15dec2022,,15jun2023,uuid:24e32e36-0e55-4eb3-b82b-06f5d2a38158,4.5999999,4.5999999,4.5999999,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,23may2022,23nov2022,,23may2023,uuid:24eba100-c087-4510-bef1-f09e1822c8a3,.75,.75,.75,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1 12,,12,11aug2022,,,10aug2023,uuid:24f66fb8-eb77-4651-a707-9f1d0965e853,1.375,1.375,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,19jul2022,10jan2023,,25jul2023,uuid:252343a9-a6cb-4bed-9faf-9214b5cd8f3e,3,3,3,0
1101,పత్తి,,,,,,,,uuid:252343a9-a6cb-4bed-9faf-9214b5cd8f3e,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Other,99,04jul2022,04dec2022,,07jul2023,uuid:2530eec1-4c64-4201-a1c8-cde0d184eaab,2,2,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Kunaram Sannalu (KNM 118),11,18jul2022,26dec2022,,24jul2023,uuid:25319799-9336-4fcd-a8eb-33eeafc2a730,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),32,Cotton Dora Sannalu (MTU 1010),17,27jun2022,26dec2022,,15jul2023,uuid:25319799-9336-4fcd-a8eb-33eeafc2a730,3,3,3,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),32,Kunaram Sannalu (KNM 118),22 32,22jul2022,22dec2022,,19jul2023,uuid:253b5b60-aa8e-40ce-a0b8-f2cbfad85455,3.375,3.375,3.375,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,03jun2022,03dec2022,,03jun2023,uuid:255391a5-ef88-4f6d-9639-36aa69bae3ac,2,2,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:255391a5-ef88-4f6d-9639-36aa69bae3ac,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,14jul2022,29dec2022,,19jun2023,uuid:25614f57-a168-4f71-bc73-4de7efe6ff0e,5,5,5,0
1011,డ్రమ్ సీడర్ పధ్ధతి లో వరి ( drum seeder paddy),12,Cotton Dora Sannalu (MTU 1010),12,12jul2022,28dec2022,,17jun2023,uuid:25614f57-a168-4f71-bc73-4de7efe6ff0e,3,3,3,0
