c3_crop_name_kharif,crop_name,varities_grown_khrf,varities_grown_rabi,varities_grown_khrf23,plant_date_kharif,plant_date_rabi,plant_date_sumr,plant_date_kharif23,key,crop_area_kharif23,crop_area_kharif,crop_area_rabi,crop_area_summer
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9903643e-04cf-4e00-8709-23a87898eb0f,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),42,Other,99,09jun2022,31dec2022,,13jun2023,uuid:992d301c-93ec-467a-a04b-00a20b450e50,1.225,1.225,1.225,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12 17,Jagtial Rice-1 (JGL 24423),22,14jun2022,22dec2022,,13jun2023,uuid:995f0585-52e6-4fcd-876e-477be281541c,1.3,5,5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:995f0585-52e6-4fcd-876e-477be281541c,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),17,Jagtial Rice-1 (JGL 24423),17,26jun2023,26nov2022,,15jul2023,uuid:9980381f-0ef7-4af8-8662-c72f257692a8,4,4,4,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9980381f-0ef7-4af8-8662-c72f257692a8,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Cotton Dora Sannalu (MTU 1010),,20jul2022,15dec2022,,,uuid:9991625f-e8c6-4da1-a4cb-74c78593f4e2,0,1.825,1.825,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),,,15,,,,20jun2023,uuid:9991625f-e8c6-4da1-a4cb-74c78593f4e2,1.825,0,0,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),,Cotton Dora Sannalu (MTU 1010),,,10dec2022,,,uuid:9991625f-e8c6-4da1-a4cb-74c78593f4e2,0,0,1.825,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,09jul2022,09dec2022,,09jul2023,uuid:99a78198-23a7-46dd-9a6c-82812acb309c,1.5,1.5,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),3,Telangana Sona (RNR 15048),2,09jul2022,09jun2023,,09jul2023,uuid:99ab017c-244e-42b9-aeac-3fa62e8d1857,3.5,3,3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:99ab017c-244e-42b9-aeac-3fa62e8d1857,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:99b68f55-42e2-4781-a13d-7879b13add5c,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,22jul2022,23dec2022,,26jul2023,uuid:99b68f55-42e2-4781-a13d-7879b13add5c,2.25,2.25,2.25,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,17aug2023,uuid:99bf578b-6c0c-4794-a182-cab4e071ac87,1,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,16aug2023,uuid:99bf578b-6c0c-4794-a182-cab4e071ac87,1,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,,99,25jun2023,,,25jun2023,uuid:99cdf330-cabc-44a5-a93c-e8ec82c271f2,.25,2,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,,99,25nov2023,,,25jun2023,uuid:99cdf330-cabc-44a5-a93c-e8ec82c271f2,.25,2,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),4,Telangana Sona (RNR 15048),2,03aug2022,06jan2023,,19aug2023,uuid:99d35df5-ba9e-4235-a3aa-5aa32442c373,2,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,20jul2023,uuid:99d4e5af-8bdc-4646-9fe9-a53b6bc72801,2,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,22jul2023,uuid:99d4e5af-8bdc-4646-9fe9-a53b6bc72801,2,0,0,0
1101,పత్తి,,,,,,,,uuid:99d7f50a-5306-4f02-8167-635f3851c230,1.75,1.75,1.75,0
1101,పత్తి,,,,,,,,uuid:99d7f50a-5306-4f02-8167-635f3851c230,1.75,1.75,1.75,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,12,,,,06jun2023,uuid:99e8e8bf-15a3-4148-92eb-219c241f66cc,.75,0,0,0
,,,,,,,,,uuid:99eaa631-3dd1-4716-8c7f-7d42136a9dae,,,,
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Anjana (JGL 11118),45,20jun2022,20jun2022,,20jun2023,uuid:9a229bb8-6502-41c6-a1f8-0f1a3bc3bfa8,.44999999,.44999999,.44999999,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),39,Telangana Sona (RNR 15048),44,20jun2022,20nov2022,,20jun2023,uuid:9a229bb8-6502-41c6-a1f8-0f1a3bc3bfa8,.44999999,.44999999,.44999999,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1 12,Cotton Dora Sannalu (MTU 1010),1 12,16jul2022,20dec2022,,15aug2023,uuid:9a2a2584-b286-4446-b16c-25f024c85ae3,1.125,1.125,1.125,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),11,Cotton Dora Sannalu (MTU 1010),11,19jun2021,09dec2022,,25jun2023,uuid:9a538d92-b2d7-45da-9d54-d84629047533,7,12,10,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),,19jun2022,19dec2022,,,uuid:9a5b05b5-4e8a-4d37-9734-a28e405de7af,0,.85000002,.85000002,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Cotton Dora Sannalu (MTU 1010),,19jun2023,19dec2022,,,uuid:9a5b05b5-4e8a-4d37-9734-a28e405de7af,0,.85000002,.85000002,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,13jul2022,14dec2022,,03jul2023,uuid:9acc788a-9925-4126-9b1b-a33d2ca79180,1.5,1.5,1.5,0
1011,డ్రమ్ సీడర్ పధ్ధతి లో వరి ( drum seeder paddy),,Other,,,14dec2022,,,uuid:9ad453cb-6528-4ca7-82d0-85f0d817699e,0,0,2.3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,,32,24jul2022,,,07jul2023,uuid:9ad453cb-6528-4ca7-82d0-85f0d817699e,2.3,2.3,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),32,Other,32,22jun2022,21dec2022,,18jul2023,uuid:9b092f65-ceb1-4e55-9804-1070d7fd3975,2,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,,99,08sep2022,,,08sep2023,uuid:9b221eb5-c2f1-4b65-a0fc-c871a9d5b192,4,4,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Other,99,08jun2022,08sep2022,08jun2022,08jul2023,uuid:9b221eb5-c2f1-4b65-a0fc-c871a9d5b192,4,4,4,2
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,99,,,,28jun2023,uuid:9b221eb5-c2f1-4b65-a0fc-c871a9d5b192,4,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,02jul2022,,,04jul2023,uuid:9b6fda7c-bacd-49ca-a668-726f29f36b7b,1.5,1.5,0,0
1101,పత్తి,,,,,,,,uuid:9b911d19-7157-4a32-a837-e4b7f42e82dd,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,,1,03jul2022,,,30aug2023,uuid:9b911d19-7157-4a32-a837-e4b7f42e82dd,5,4,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Rajendranagar Vari-5 (RNR 29325),32,12jul2023,12dec2022,,12jul2023,uuid:9bdbefe2-ee79-4904-88dc-2f00f1ad45d5,.5,.5,.5,0
,,,,,,,,,uuid:9bdbefe2-ee79-4904-88dc-2f00f1ad45d5,,,,
104,మొక్కజొన్న (Maize),,,,,,,,uuid:9bdbefe2-ee79-4904-88dc-2f00f1ad45d5,.75,.75,0,0
,,,,,,,,,uuid:9bdbefe2-ee79-4904-88dc-2f00f1ad45d5,,,,
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1 24,Telangana Sona (RNR 15048),1,05jul2022,06dec2022,,05jul2023,uuid:9be3cd8f-f28f-45c7-952d-8fc155bfdd81,3,3,2.5,0
713,tomato,,,,,,,,uuid:9be3cd8f-f28f-45c7-952d-8fc155bfdd81,0,0,.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,Telangana Sona (RNR 15048),1,,26sep2022,,26jul2023,uuid:9c14396f-7326-4b9a-ae5b-e237d07a033a,2,0,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),32,Other,32,27jul2022,07dec2022,,28jun2023,uuid:9c14c29a-e186-4c25-ab0d-8f45e4dd190e,2.5,2.5,2.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9c14c29a-e186-4c25-ab0d-8f45e4dd190e,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9c1a5fa0-fa2f-457c-a4b8-3534ceb3ad87,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Cotton Dora Sannalu (MTU 1010),1,15aug2022,13jan2023,,16aug2023,uuid:9c1a5fa0-fa2f-457c-a4b8-3534ceb3ad87,6,6,6,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),,07aug2022,11jan2022,,,uuid:9c209818-fa2e-4965-8c0f-d0ab02bd9ee5,0,3.75,3.75,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9c209818-fa2e-4965-8c0f-d0ab02bd9ee5,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),4,Rajendranagar Vari-5 (RNR 29325),4,08sep2023,02aug2023,,02aug2023,uuid:9c3eee0d-8a3f-4626-a138-cd37bff9c7ba,9.625,5,8,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),4,Rajendranagar Vari-5 (RNR 29325),4,08jun2022,06dec2022,,02aug2023,uuid:9c3eee0d-8a3f-4626-a138-cd37bff9c7ba,5,9.625,9.625,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,03jul2022,06aug2022,,06jul2023,uuid:9c3fd82f-cc4c-4678-8819-d41c2b5b32a8,7,5,3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),17,Telangana Sona (RNR 15048),12,14jun2022,11jan2023,,15jun2023,uuid:9c5c9901-4e2c-4416-95d0-a33a3b495593,2.575,2.575,.25,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9c6c9250-21c9-436a-9240-cab94301e946,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,23jun2023,23dec2022,,23jun2023,uuid:9c6c9250-21c9-436a-9240-cab94301e946,1.5,1.5,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),11,Telangana Sona (RNR 15048),1,22jul2022,06dec2022,,19jul2023,uuid:9c735aef-e269-4822-8614-3d44bce0756f,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,07jun2022,07nov2022,,07jun2023,uuid:9c7f66b5-bd72-4c2f-8e04-9d2ecc7d32fb,2.5,2.5,2.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,12,,,,07jun2023,uuid:9c80ee84-6b5a-45ae-b2a2-0d99b634da45,2,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,02jul2022,24dec2022,,28jul2023,uuid:9c92fd8a-6d83-455b-9702-352e2826dc3f,1.75,1.75,1.75,0
801,other food crop,,,,,,,,uuid:9cb0e156-c8ab-421c-b497-4aa19a6f0db9,0,0,0,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),,,,,,,,uuid:9cb0e156-c8ab-421c-b497-4aa19a6f0db9,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,29jun2022,,,29jun2023,uuid:9cb0e156-c8ab-421c-b497-4aa19a6f0db9,2.625,2.625,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,Telangana Sona (RNR 15048),1,,23jun2022,,23jul2023,uuid:9cc0449d-1eb3-4121-9a9c-7b0f57ab357e,2,,3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,23may2022,23jul2023,,23jul2023,uuid:9cc0449d-1eb3-4121-9a9c-7b0f57ab357e,2,3,3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,29sep2023,uuid:9cdbb19f-32b1-46ec-afca-f7032e0e6d54,4,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Other,12,10jul2022,30nov2022,,08jun2023,uuid:9ce73d4f-c9be-4607-be6a-965fe1ec1fde,.47499999,.47499999,.47499999,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Other,12,10jun2022,29nov2021,,08jun2023,uuid:9ce73d4f-c9be-4607-be6a-965fe1ec1fde,1.5,1.5,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,08jul2023,uuid:9ce86701-7995-482d-ae3e-173cf5790ca1,3,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,14aug2022,18jan2022,,14aug2023,uuid:9d625f5d-fd23-4eba-8b43-f93e2ffb1187,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,Telangana Sona (RNR 15048),1,,17jan2023,,13aug2023,uuid:9d625f5d-fd23-4eba-8b43-f93e2ffb1187,1,0,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9d69c900-4834-48f3-ab25-235287e510dd,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Cotton Dora Sannalu (MTU 1010),1 12,03jan2022,03jun2023,,03aug2023,uuid:9d69c900-4834-48f3-ab25-235287e510dd,3.95,2.95,2.95,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,10jun2023,uuid:9d8ab07f-9e3b-4a82-8a61-d3700351a219,2.5250001,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,10jun2023,uuid:9d8ab07f-9e3b-4a82-8a61-d3700351a219,2.5250001,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,10jun2023,uuid:9d8ab07f-9e3b-4a82-8a61-d3700351a219,2.5250001,0,0,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),1 2,,,01jun2025,,,,uuid:9d92d1c7-0eee-4b8f-8c8e-07a0905a828b,0,1,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9d92d1c7-0eee-4b8f-8c8e-07a0905a828b,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Vari-8 (WLG 1487),1,06jul2022,14dec2022,,06aug2023,uuid:9dcf3dfa-73f5-4dc3-a677-f922031c2a6d,2,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),1 12,21jun2023,21nov2022,,21jun2023,uuid:9de2a63f-5c39-48f3-af0a-68c1f996d904,8,6,10,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),,,12,,,,21jun2023,uuid:9de2a63f-5c39-48f3-af0a-68c1f996d904,8,0,0,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),,,1 12,,,,21jun2023,uuid:9de2a63f-5c39-48f3-af0a-68c1f996d904,8,0,0,0
1012,వెదజల్లిన పధ్ధతి లో  వరి  (paddy),1,Kunaram Vari-2 (KNM 1638),4,29jun2022,29oct2022,,29sep2023,uuid:9e0018a9-45db-45be-b84d-f806ed7199da,2,2,2,0
,,,,,,,,,uuid:9e10cd78-8602-47e2-9bdb-ab7de2e6101f,,,,
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9e136cf9-566c-489c-8bb5-6d28611521f2,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),2,,3,05jun2022,,,02jul2023,uuid:9e136cf9-566c-489c-8bb5-6d28611521f2,3,3,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,11jul2022,09jun2023,,11aug2022,uuid:9e27dc5f-b22b-442a-9086-b79bc5b56b20,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,27jun2022,,,27jul2023,uuid:9e34196f-b380-4dea-ac95-2bb7c6971179,1,1,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,19jul2022,,,09aug2023,uuid:9e593635-c5e2-424e-bf9b-951f1fe113c0,.75,.75,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9e593635-c5e2-424e-bf9b-951f1fe113c0,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),32,Other,32,20jul2022,20dec2022,,20jul2023,uuid:9e59ec5f-11eb-4b54-9577-b2abe001a1a9,1.75,1.75,1.75,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9e674734-1994-482b-9459-09a9344c8878,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,24jul2022,,,29aug2023,uuid:9e674734-1994-482b-9459-09a9344c8878,2.5,2,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,1,,,,01may2023,uuid:9e803a58-11e0-4974-a0d8-cdd4588c0c89,2,0,0,0
,,,,,,,,,uuid:9e832036-6b5b-4f2c-bab4-fe50bbf1f16c,,,,
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Other,99,20jun2022,20dec2022,,05jul2023,uuid:9e832036-6b5b-4f2c-bab4-fe50bbf1f16c,2.5,2.5,2.5,0
624,watermelon,,,,,,,,uuid:9e926486-d9d8-4c63-a807-3ed07190ba4a,0,0,4,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1 39,13aug2022,13nov2022,,13aug2023,uuid:9e926486-d9d8-4c63-a807-3ed07190ba4a,2,4,2,0
1001,groundnut,,,,,,,,uuid:9e926486-d9d8-4c63-a807-3ed07190ba4a,0,4,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,22jun2022,24nov2022,,12jul2023,uuid:9e9e06aa-de6a-4e69-a1c3-d3dbdf6d9948,1.5,1.5,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,06jul2022,23nov2022,,16jul2023,uuid:9e9e06aa-de6a-4e69-a1c3-d3dbdf6d9948,2.5,2.5,2.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Cotton Dora Sannalu (MTU 1010),99,28jun2022,27dec2022,,28jun2023,uuid:9eb6bf02-8abd-443c-8fb5-d19e0dd64e5c,9,9,9,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,,99,11jul2022,,,11sep2023,uuid:9ecff699-6e2d-4147-9f4e-c9f1c4f5e560,.625,.625,0,0
,,,,,,,,,uuid:9eeb0311-d2dc-4ee3-97b8-4f9f3a0ba597,,,,
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,,99,15jun2022,,,15jul2023,uuid:9eeb0311-d2dc-4ee3-97b8-4f9f3a0ba597,.40000001,.40000001,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,28jul2023,02jan2023,,11aug2023,uuid:9f1b77c8-5d29-407b-9b2e-b1141c497a98,2,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9f1b77c8-5d29-407b-9b2e-b1141c497a98,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1 17,Telangana Sona (RNR 15048),1,15jun2023,15dec2022,,15jun2023,uuid:9f24dd86-13e9-4b2e-ba5a-2b78a2873cfa,7,7,7,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1 17,Telangana Sona (RNR 15048),17,15jun2023,15dec2022,,15jun2023,uuid:9f24dd86-13e9-4b2e-ba5a-2b78a2873cfa,7,7,7,0
1101,పత్తి,,,,,,,,uuid:9f32fadf-fd86-40e6-8b4f-c780f5ac3477,1.5,1.5,0,0
105,రాగులు (ragi),,,,,,,,uuid:9f3d7ddd-fce5-48c4-9b51-3a18f9a6416f,0,.5,0,0
,,,,,,,,,uuid:9f3d7ddd-fce5-48c4-9b51-3a18f9a6416f,,,,
,,,,,,,,,uuid:9f3d7ddd-fce5-48c4-9b51-3a18f9a6416f,,,,
,,,,,,,,,uuid:9f3d7ddd-fce5-48c4-9b51-3a18f9a6416f,,,,
203,మినపప్పు (urad),,,,,,,,uuid:9f3d7ddd-fce5-48c4-9b51-3a18f9a6416f,0,0,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9f3d7ddd-fce5-48c4-9b51-3a18f9a6416f,0,0,0,0
,,,,,,,,,uuid:9f3d7ddd-fce5-48c4-9b51-3a18f9a6416f,,,,
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,09jul2022,,,21jul2023,uuid:9f3d7ddd-fce5-48c4-9b51-3a18f9a6416f,2,2,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Other,12,14jun2022,20jan2023,,14jun2022,uuid:9f3e3cba-6d3d-488f-a9f5-74ea9b5717b7,.60000002,.625,.60000002,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Other,12,20jul2022,27nov2022,,10jul2023,uuid:9f52dd5c-7826-4cd0-b5b3-2faffc60afce,3,3,3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),32,Cotton Dora Sannalu (MTU 1010),32,13sep2023,20dec2022,,05jul2023,uuid:9f571713-3667-44b5-a7dd-7e56e87b8f47,5,5,5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,11jun2022,15jan2023,,10jun2022,uuid:9f6ce4fd-363d-4769-b37e-301d090145ff,4,4,3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9f6ce4fd-363d-4769-b37e-301d090145ff,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Other,99,20jul2022,20dec2022,,20jul2023,uuid:9f7a03a6-9809-45db-9f21-da49b80b116c,2.5,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Other,1,20sep2022,20sep2022,,20jul2023,uuid:9f7a03a6-9809-45db-9f21-da49b80b116c,2.5,2,2,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,Cotton Dora Sannalu (MTU 1010),99,15jun2022,08dec2022,,23jun2023,uuid:9f809e73-52e9-480d-9759-24a4bc80e3ce,.625,.625,.625,0
1001,groundnut,,,,,,,,uuid:9f9a794a-cda7-4cea-bc46-e514dc9fa055,1.5,1,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1 12,08jun2022,24dec2022,,14jun2023,uuid:9f9a794a-cda7-4cea-bc46-e514dc9fa055,3,3,1,0
1101,పత్తి,,,,,,,,uuid:9f9a794a-cda7-4cea-bc46-e514dc9fa055,0,2,0,0
108,జొన్నలు (small millets),,,,,,,,uuid:9f9a794a-cda7-4cea-bc46-e514dc9fa055,1.5,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,03may2022,03jul2023,,03jul2023,uuid:9fb4fe3c-a7f9-4c72-a476-d170bb300ae3,4,4,4,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:9fb4fe3c-a7f9-4c72-a476-d170bb300ae3,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,05jul2022,04sep2023,,09jul2023,uuid:9fbe60a8-61d5-4f46-924f-88aa42058714,3.375,3.375,3.375,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Bathukamma (JGL 18047),12,17aug2022,16jan2023,,15aug2023,uuid:9fd49a80-d059-4ae7-a350-ec19b04a5382,2,7,6,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Bathukamma (JGL 18047),12,16aug2022,16jan2023,,15aug2023,uuid:9fd49a80-d059-4ae7-a350-ec19b04a5382,2,7,6,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12 99,12jun2022,05dec2022,,14jun2023,uuid:a05344b3-87f1-4159-8a3e-7f01c6343ae6,1.5,3,3,0
1011,డ్రమ్ సీడర్ పధ్ధతి లో వరి ( drum seeder paddy),,Cotton Dora Sannalu (MTU 1010),,,13jan2023,,,uuid:a0616e05-edc0-41e5-a2c5-ed8a18e863f9,0,0,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),99,,99,27jun2022,,,25jun2023,uuid:a0616e05-edc0-41e5-a2c5-ed8a18e863f9,1.5,1.5,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),1,20jul2022,20nov2022,,20aug2023,uuid:a06df8ea-89e7-404e-96bb-4f4b189e2974,1.5,1.5,1.5,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:a06df8ea-89e7-404e-96bb-4f4b189e2974,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),11,Cotton Dora Sannalu (MTU 1010),1,03jun2022,03dec2022,,03jul2023,uuid:a0aed495-ecea-4643-bd32-c1a9aeb9edef,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),22,Cotton Dora Sannalu (MTU 1010),32,20jul2022,29dec2022,,25jul2023,uuid:a0c92d1b-71c6-43a8-adcf-6c92de85a5ef,3,3,3,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1 12,Telangana Sona (RNR 15048),12,11aug2022,17jan2023,,15aug2023,uuid:a1029342-7061-4bb7-af5e-09ff56b018e1,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,Telangana Sona (RNR 15048),2,16aug2022,19feb2023,,15aug2023,uuid:a1029342-7061-4bb7-af5e-09ff56b018e1,1,1,1,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),12,Cotton Dora Sannalu (MTU 1010),12,12sep2023,12dec2022,,12jun2022,uuid:a1146757-3faf-4a06-b0c8-4286dbba7e2a,1.55,1.55,1.55,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),1,,1,23jun2022,,,20jul2023,uuid:a139670e-5e99-4ce6-af64-1d5f9af86218,1,1,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),,,,,,,,uuid:a139670e-5e99-4ce6-af64-1d5f9af86218,0,0,0,0
1014,నారుపోసిన పధ్ధతి లో వరి (paddy),7 32,Cotton Dora Sannalu (MTU 1010),32,14jun2023,09jan2023,,17jun2023,uuid:a1516026-259b-4dc1-af34-777a7a0764ff,1,1,1,0
